공방이름,평균별점,별점건수,리뷰건수,주소,지번주소,연락처,홈페이지
두드림 나무,5.0,1건,리뷰 1,경기 군포시 엘에스로115번길 53 JMD빌딩 지하,(지번) 금정동 689-40,010-3130-5150,http://blog.naver.com/poleaxe
,D 안성맞춤전통유기 전통공예,0.0,0건,리뷰 1,(지번) 금정동 689-40,010-3130-5150,http://ansungho.conocean.co.kr/
슬로우니트,0.0,0건,리뷰 0,경기 수원시 영통구 권선로882번길 31-21 101호,(지번) 신동 923-5,010-3130-5150,http://www.instagram.com/slow.knit
행궁재,0.0,0건,리뷰 0,경기 수원시 팔달구 행궁로22번길 27,(지번) 남창동 55-8,031-244-2739,
우노실버,0.0,0건,리뷰 2,경기 부천시 삼작로 156,(지번) 내동 135,032-672-3761,http://unosilver.com/
도손도손 인계점,3.3,8건,리뷰 18,경기 수원시 팔달구 효원로307번길 39 정동빌딩 1층,(지번) 인계동 1122-7,031-223-7142,https://www.facebook.com/daycool1230
엘리보석십자수 오산점,5.0,1건,리뷰 0,경기 오산시 남부대로 313,(지번) 원동 445-4,010-5045-5956,
스튜디오,0.0,0건,리뷰 1,경기 용인시 수지구 성복2로76번길 25-13,(지번) 성복동 744-1,010-5045-5956,https://www.instagram.com/studio__crack
다희연뜨개방,0.0,0건,리뷰 0,경기 평택시 신한3길 33,(지번) 비전동 766-4,031-657-2375,
액자마을,0.0,0건,리뷰 0,경기 군포시 고산로118번길 7,(지번) 당정동 432-1,031-456-1164,http://xn--hz2b35spobwi.kr/
김미미도예공방,0.0,0건,리뷰 3,경기 의정부시 동일로 216-21,(지번) 장암동 97-14,031-837-3072,https://www.instagram.com/kim_mimi_ceramics
오브제하우스&올림공방,5.0,1건,리뷰 27,경기 양주시 송랑로89번길 43,(지번) 만송동 295-7,010-2051-0380,https://www.instagram.com/objethouse_/
신성유리공예,5.0,2건,리뷰 0,경기 광명시 금오로 658,(지번) 옥길동 338,02-2617-3664,http://glass7.co.kr/
모나미잉크랩,0.0,0건,리뷰 7,경기 용인시 수지구 손곡로 17,(지번) 동천동 854-2,031-270-5315,http://monamiconcept.com/
평택액자공장,1.0,1건,리뷰 0,경기 평택시 화촌1길 9,(지번) 통복동 339-2,031-653-1118,
교동필방표구화랑,0.0,0건,리뷰 2,경기 수원시 팔달구 정조로 902,(지번) 북수동 8-1,031-242-8055,
,"D 예진액자 액자,표구",0.0,0건,리뷰 0,(지번) 북수동 8-1,031-242-8055,
아트그라운드,5.0,4건,리뷰 25,경기 파주시 탄현면 헤이리마을길 59-68,(지번) 탄현면 법흥리 1652-46,010-4176-5146,https://blog.naver.com/artground1
스튜디오더블랙,0.0,0건,리뷰 0,경기 고양시 일산동구 고봉로578번길 93-13,(지번) 성석동 1268-5,031-975-6068,
오늘감성,0.0,0건,리뷰 7,경기 안양시 만안구 예술공원로 204,(지번) 안양동 1361-4,031-346-6262,
빈체레목,0.0,0건,리뷰 3,경기 평택시 유천2길 21-6,(지번) 합정동 172,031-658-0809,
하늘꽃도자기,0.0,0건,리뷰 0,경기 평택시 서재7길 9-1,(지번) 동삭동 699-10,연락처 없음,
이,1.0,1건,리뷰 0,경기 광주시 초월읍 용수길 151,(지번) 초월읍 용수리 13,연락처 없음,http://www.irehb.co.kr/
유리공방오오,0.0,0건,리뷰 7,경기 수원시 팔달구 정조로 857 1층,(지번) 신풍동 198-2,연락처 없음,
미님므,0.0,0건,리뷰 2,경기 화성시 노작로4길 22-19 102호,(지번) 반송동 114-1,연락처 없음,http://blog.naver.com/oj_hj
세진액자,0.0,0건,리뷰 0,경기 광주시 이배재로 59,(지번) 탄벌동 222-2,연락처 없음,
만들고가게,0.0,0건,리뷰 22,경기 부천시 경인로110번길 33,(지번) 송내동 383-11,032-652-0808,http://blog.naver.com/mandulgo_gage
신라화랑표구사,5.0,10건,리뷰 0,경기 의정부시 평화로 572,(지번) 의정부동 205-8,032-652-0808,
도란도자기공방,0.0,0건,리뷰 3,경기 고양시 덕양구 권율대로 902,(지번) 신원동 628-1,연락처 없음,
레티엘,0.0,0건,리뷰 2,경기 수원시 영통구 산남로4번길 19 1층,(지번) 매탄동 862-3,연락처 없음,
십자수전문점,5.0,4건,리뷰 0,경기 부천시 상동로 84 영플러스118호,(지번) 상동 542-1,032-328-1040,
동양표구사,0.0,0건,리뷰 0,경기 수원시 영통구 동수원로 298 1층,(지번) 매탄동 1180-18,031-233-5604,http://www.ssgongbang.co.kr/
가내액자,5.0,3건,리뷰 0,경기 광명시 연서일로 4-1,(지번) 철산2동 159-3,031-233-5604,http://www.ankf.co.kr/
아트스페이스,0.0,0건,리뷰 7,경기 평택시 조개터로48번길 47,(지번) 합정동 773-11,031-651-5359,http://ok114.co.kr/0316515359
엘리보석십자수 신천점,0.0,0건,리뷰 0,경기 시흥시 신천3길 40,(지번) 신천동 758-23,연락처 없음,
화성지역자활,0.0,0건,리뷰 0,경기 화성시 향남읍 향남로 470,(지번) 향남읍 도이리 668,031-354-1129,
오밀목공,0.0,0건,리뷰 0,경기 용인시 기흥구 흥덕2로65번길 20-3 1층,(지번) 영덕동 997-11,031-212-0825,http://blog.naver.com/theomil
액자표,5.0,2건,리뷰 0,경기 성남시 분당구 중앙공원로40번길 8,(지번) 서현동 94,031-701-0737,
,0.0,0건,리뷰 0,경기 구리시 검배로72번길 90,(지번) 수택동 458-13,031-557-2083,
기흥컴퓨터자수,0.0,0건,리뷰 0,경기 용인시 기흥구 상갈로23번길 5,(지번) 상갈동 122-33,031-281-2191,http://01033632191.ikt.kr/
안성옹,0.0,0건,리뷰 10,경기 안성시 보개면 서동대로 5606-39,(지번) 보개면 양복리 885,031-674-2578,
보석십자수수재샵 동탄지점,0.0,0건,리뷰 0,경기 화성시 동탄시범한빛길 29,(지번) 반송동 18-5,010-3182-7885,https://blog.naver.com/jinsun30
황공방 안양본점,0.0,0건,리뷰 3,경기 안양시 만안구 냉천로 158 3층 302호,(지번) 안양동 627-168,031-466-0262,http://blog.naver.com/clayhwang
양세마리원단공방,3.0,1건,리뷰 0,경기 화성시 병점중앙로155번길 15-10 1층,(지번) 진안동 524-39,010-3057-2366,https://www.instagram.com/hyeonmi_yang3/
뉴서울명찰컴퓨터자수,5.0,1건,리뷰 0,경기 고양시 일산서구 중앙로 1371,(지번) 주엽동 81,031-915-0580,
유락공방,0.0,0건,리뷰 13,경기 성남시 분당구 성남대로 165 508호,(지번) 금곡동 161,010-8721-1584,http://blog.naver.com/ohyunj157
,D 온유갤러리 화랑,0.0,0건,리뷰 1,(지번) 금곡동 161,010-8721-1584,http://blog.naver.com/onyougallery
목공문화공간 둥근작,0.0,0건,리뷰 3,경기 안양시 동안구 평촌대로 411 지하 1층,(지번) 비산동 1018-3,031-346-9463,http://blog.naver.com/handmadex
운산방표구사,0.0,0건,리뷰 0,경기 수원시 영통구 동수원로514번길 61,(지번) 매탄동 130-75,031-215-5959,
그림과,0.0,0건,리뷰 0,경기 안산시 상록구 이동공원로 51 2층,(지번) 이동 710-14,010-4740-8072,
대동유리상사,5.0,2건,리뷰 0,경기 부천시 부일로297번길 3,(지번) 상동 318-4,010-5278-5755,
해피우드,0.0,0건,리뷰 0,경기 안양시 만안구 덕천로 97 2층,(지번) 안양동 212-16,031-441-7958,
정구찬갤러리 운학점,0.0,0건,리뷰 10,경기 용인시 처인구 동부로 466,(지번) 운학동 363-2,연락처 없음,http://blog.naver.com/grimgallery/
노을목,0.0,0건,리뷰 0,경기 평택시 팽성읍 대추안길 45,(지번) 팽성읍 노와리 468-3,031-655-3179,https://blog.naver.com/ke3399
세라아트,0.0,0건,리뷰 0,경기 안성시 공도읍 공도1로 17,(지번) 공도읍 용두리 158-14,031-8054-0715,http://blog.daum.net/tuione
황실유럽십자수,0.0,0건,리뷰 0,경기 안양시 만안구 경수대로 1241 석수경남아너스빌아파트 상가,(지번) 석수동 168-4,031-447-6040,
아름다운방,0.0,0건,리뷰 0,경기 의정부시 청사로 45 플래티넘프라자1층107,(지번) 금오동 473-1,031-853-6514,
수원시 목공체,0.0,0건,리뷰 1,경기 수원시 장안구 정조로 1085,(지번) 송죽동 318,031-228-4559,
황실십자수 신영통점,0.0,0건,리뷰 0,경기 수원시 영통구 영통로 124,(지번) 망포동 542-11,031-273-1489,
영롱달빛,5.0,4건,리뷰 3,경기 수원시 팔달구 권광로 184 캐슬타워 101동 1401호,(지번) 인계동 1120,031-273-1489,http://xn--3e0b97uzwb5wtl1ag0f.com/
벨루스가죽공방,5.0,1건,리뷰 0,경기 광주시 중앙로 130-34,(지번) 경안동 60-3,031-761-7688,
공간과,5.0,4건,리뷰 0,경기 성남시 수정구 수정로456번길 12,(지번) 산성동 2214-1,031-734-2098,
바오밥나무공방,0.0,0건,리뷰 0,경기 안성시 보개원삼로 137,(지번) 가사동 18-2,연락처 없음,
윤정사,0.0,0건,리뷰 0,경기 고양시 덕양구 통일로1031번길 366-6,(지번) 내유동 379-8,031-963-0983(팩스),http://www.yjart.co.kr/
반지더하기 수원역점,5.0,2건,리뷰 2,경기 수원시 팔달구 향교로 2 5층,(지번) 매산로1가 60-3,031-245-6022,http://blog.naver.com/banjiplus11
예,0.0,0건,리뷰 0,경기 의정부시 의정로 118,(지번) 가능동 738-34,031-876-3200,
온점,0.0,0건,리뷰 7,경기 성남시 분당구 운중로267번길 7-5,(지번) 판교동 598-2,연락처 없음,
죽림원/대숯,0.0,0건,리뷰 0,경기 수원시 장안구 덕영대로425번길 8,(지번) 율전동 207-5,031-296-5128,
리드가죽공방,0.0,0건,리뷰 2,경기 부천시 중동로254번길 28 3층,(지번) 중동 1151-3,070-8200-7214,
한국전통등연구원,5.0,1건,리뷰 2,경기 양주시 광적면 광적로325번길 89,(지번) 광적면 덕도리 600-1,02-396-0308,
유니크마이스터공예,4.5,2건,리뷰 0,경기 성남시 수정구 사송로66번길 7,(지번) 사송동 556-1,031-716-3339,http://www.uniquemeister.com/
오케이포스터 그림과액자,5.0,1건,리뷰 0,경기 안양시 동안구 관악대로 213,(지번) 비산3동 360-17,031-384-2469,
수,5.0,1건,리뷰 7,경기 부천시 원미로37번길 37 유성리치빌 1층,(지번) 심곡동 137-39,031-384-2469,https://m.blog.naver.com/breakfast3
DIY목공,0.0,0건,리뷰 0,경기 부천시 성주로 136-1,(지번) 송내동 628-24,010-6511-9484,
백제필방,0.0,0건,리뷰 0,경기 성남시 중원구 성남대로 1157,(지번) 성남동 4130,031-757-3518,
경기공예창작지원센터,0.0,0건,리뷰 0,경기 여주시 신륵사길 7,(지번) 천송동 297-11,031-887-8281,http://csic.kr/
,D 제이어스수제공방 목공예,0.0,0건,리뷰 18,(지번) 천송동 297-11,031-887-8281,https://blog.naver.com/leejus1209/
다옴도자기공방,0.0,0건,리뷰 0,경기 하남시 이성로41번길 16,(지번) 춘궁동 35,연락처 없음,
동진액자,0.0,0건,리뷰 0,경기 시흥시 수인로3077번길 6,(지번) 안현동 360-44,031-311-6575,http://www.djframe.com/
나무와자이 목,0.0,0건,리뷰 2,경기 광주시 사기막길95번길 41,(지번) 탄벌동 683-1,010-8181-6969,http://blog.naver.com/sr6970
메이드디(MADE D),0.0,0건,리뷰 0,경기 용인시 기흥구 신갈로96번길 11-46,(지번) 신갈동 28-16,070-8820-8635,
댓츠라잇,0.0,0건,리뷰 8,경기 부천시 송내대로27번길 13-8,(지번) 송내동 707-1,연락처 없음,https://smartstore.naver.com/thats_light
움,0.0,0건,리뷰 2,경기 용인시 처인구 모현읍 대지로 345-9 래시움102동 지하1층,(지번) 모현읍 오산리 253-7,연락처 없음,http://umgallery.com/
아트스페이스 ,0.0,0건,리뷰 3,경기 고양시 일산동구 애니골길 70,(지번) 풍동 613-1,연락처 없음,http://www.artspaceanygol.com/
두유공방,0.0,0건,리뷰 18,경기 수원시 영통구 효원로358번길 3 1층,(지번) 매탄동 1156,연락처 없음,https://blog.naver.com/doyoucandle
맹가미가죽공방 수원점,0.0,0건,리뷰 0,경기 수원시 팔달구 정조로 848-1,(지번) 북수동 339-3,031-242-0122,
효명철강,0.0,0건,리뷰 0,경기 평택시 장안외길 86-2,(지번) 장안동 289-2,031-665-7783,
헤펠레목공방 군,0.0,0건,리뷰 0,경기 군포시 삼성로20번길 3-30 1층 101호,(지번) 부곡동 1213-1,031-665-7783,http://www.diyhafele.co.kr/
가죽공방,0.0,0건,리뷰 0,경기 안양시 만안구 삼덕로 97,(지번) 안양동 714-3,연락처 없음,
AN,0.0,0건,리뷰 0,경기 성남시 분당구 서현로429번길 32,(지번) 분당동 108-9,070-8972-7412,
아트,0.0,0건,리뷰 1,경기 이천시 신둔면 도자예술로6번길 49,(지번) 신둔면 고척리 637,010-6334-9822,https://www.artazit.com/
,"D 팍스팩토리 미술,공예",0.0,0건,리뷰 2,(지번) 신둔면 고척리 637,010-6334-9822,https://petstylish.blog.me/
청암액자,0.0,0건,리뷰 5,경기 파주시 운정4길 82,(지번) 야당동 51-14,031-944-6500,http://www.ca-frame.co.kr/
한강표구액자,5.0,1건,리뷰 0,경기 고양시 일산동구 무궁화로 43-15 한강세이프빌 1층 120호,(지번) 장항동 733,010-6876-7696,http://blog.naver.com/hangangframe
쿠방,5.0,1건,리뷰 54,경기 의정부시 신흥로 158 호원빌딩 2층,(지번) 호원동 351-6,010-6876-7696,https://coobang.modoo.at/
은성도예전,0.0,0건,리뷰 0,경기 여주시 여양로 303,(지번) 오학동 297-3,031-885-0303,
헤펠레목공방 하,0.0,0건,리뷰 0,경기 하남시 신평로 190,(지번) 신장동 298-2,031-792-8809,
가야당표구액자 정자동점,0.0,0건,리뷰 0,경기 성남시 분당구 내정로174번길 42,(지번) 수내동 53,031-717-3345,
묵,0.0,0건,리뷰 0,경기 수원시 팔달구 중부대로223번길 20-7,(지번) 우만동 95-1,031-215-3032,
갤러,0.0,0건,리뷰 0,경기 파주시 탄현면 헤이리마을길 12,(지번) 탄현면 법흥리 1652-294,031-215-3032,http://www.pirang.co.kr/
오로지 도자기공방,5.0,1건,리뷰 0,경기 용인시 처인구 명지로60번길 39-17 1층,(지번) 역북동 774-6,010-9349-1249,http://blog.naver.com/ceramickim
분당수내명찰,0.0,0건,리뷰 0,경기 성남시 분당구 내정로166번길 7-6 코끼리상가 지하1층,(지번) 수내동 56,연락처 없음,
안양표,2.1,11건,리뷰 0,경기 안양시 동안구 경수대로 572 204호,(지번) 호계동 986-28,031-454-5951,
화서뜨개방,0.0,0건,리뷰 0,경기 수원시 팔달구 동말로 72,(지번) 화서동 97-1,031-258-2130,
트윈케이크&캔들,0.0,0건,리뷰 1,경기 평택시 고덕면 고덕국제3길 112,(지번) 고덕면 여염리 4291-6,031-258-2130,https://blog.naver.com/dlawltnr7425
가벼움,0.0,0건,리뷰 1,경기 수원시 영통구 센트럴파크로127번길 58 1층,(지번) 이의동 1306-6,연락처 없음,https://www.instagram.com/lightness_127
프랑스자수미미,0.0,0건,리뷰 0,경기 고양시 일산동구 산두로145번길 43-20,(지번) 정발산동 1275,010-9992-8714,
낙하,0.0,0건,리뷰 8,경기 파주시 탄현면 한산로 6-32,(지번) 탄현면 낙하리 297-5,010-9992-8714,https://www.instagram.com/nakhari_hwasil/
안성액자,4.5,2건,리뷰 0,경기 부천시 부천로 173,(지번) 춘의동 210-6,032-655-9463,http://cafe.daum.net/frame3
조은액자,0.0,0건,리뷰 0,경기 성남시 분당구 느티로69번길 18-1,(지번) 정자동 69-11,031-713-6585,
도예공방 공기,0.0,0건,리뷰 3,경기 수원시 권선구 동수원로36번길 11 1층,(지번) 곡반정동 589-7,010-2069-6179,https://blog.naver.com/gong-gi
정희진도자기,0.0,0건,리뷰 1,경기 성남시 분당구 느티로51번길 8-3 1층,(지번) 정자동 84-16,연락처 없음,https://www.instagram.com/jungheejinceramic/
액자마을,0.0,0건,리뷰 0,경기 수원시 장안구 수성로 272,(지번) 영화동 397-3,031-251-7457,
대상액자,5.0,2건,리뷰 0,경기 김포시 통진읍 서암로183번길 100,(지번) 통진읍 서암리 237-5,031-989-0386,http://edaesang.co.kr/
DIY나무소리,0.0,0건,리뷰 0,경기 화성시 노작로4길 27,(지번) 반송동 115-3,031-8015-4678,
명진액자,5.0,1건,리뷰 0,경기 안산시 단원구 고잔2길 16 115호,(지번) 고잔동 531-2,031-480-2917,
A헤펠레목,0.0,0건,리뷰 0,경기 용인시 기흥구 마북로 45,(지번) 마북동 317-21,연락처 없음,
센트오브유,5.0,1건,리뷰 21,경기 안산시 단원구 이삭2길 41 205호,(지번) 고잔동 737-6,연락처 없음,https://smartstore.naver.com/scentofyou
C&S갤러리 도예공방,0.0,0건,리뷰 1,경기 의왕시 학현로 134,(지번) 학의동 463,031-426-3108,
월곶예술공판장,0.0,0건,리뷰 2,경기 시흥시 월곶해안로 205,(지번) 월곶동 1018-1,070-4459-1788,https://blog.naver.com/artdock_sh
황실십자수,0.0,0건,리뷰 0,경기 광명시 범안로 1049,(지번) 하안2동 34-5,02-892-9472,
,"D 앨리스 도자공방 미술,공예",5.0,2건,리뷰 1,(지번) 하안2동 34-5,02-892-9472,https://www.instagram.com/alice_ceramic_studio/
도자시간,0.0,0건,리뷰 6,경기 안산시 단원구 광덕4로 148 트윈타워 B동 109호,(지번) 고잔동 703-3,연락처 없음,http://blog.naver.com/ttt_clay
서울아트,1.0,1건,리뷰 0,경기 성남시 분당구 성남대로858번길 14,(지번) 야탑동 527-5,031-707-4789,
조은도자기공방,5.0,1건,리뷰 0,경기 부천시 원미로156번길 30,(지번) 원미동 144-65,연락처 없음,
윤슬도자기공방,3.7,3건,리뷰 7,경기 수원시 장안구 장안로30번길 19 1층,(지번) 영화동 419-13,010-4532-7142,https://www.instagram.com/yunseul_ceramic/
오,0.0,0건,리뷰 0,경기 평택시 중앙시장로6번길 23,(지번) 신장동 298-28,031-666-5096,
아트,0.0,0건,리뷰 5,경기 수원시 영통구 센트럴파크로 6 힐스테이트광교 지하2층 103호,(지번) 하동 1021,031-666-5096,https://artlake.modoo.at/
헤펠레목공방 구리덕,1.0,1건,리뷰 0,경기 남양주시 경강로294번길 23,(지번) 삼패동 316-4,연락처 없음,http://blog.naver.com/ohminhwan
그,0.0,0건,리뷰 0,경기 용인시 수지구 신봉2로 94-45,(지번) 신봉동 935-9,연락처 없음,
동,0.0,0건,리뷰 0,경기 수원시 팔달구 매산로116번길 28-4,(지번) 교동 142-15,연락처 없음,
목공방,0.0,0건,리뷰 0,경기 남양주시 화도읍 녹촌로 87-48,(지번) 화도읍 녹촌리 116,010-4288-3148,http://www.instagram.com/studio_nok_turn
백,0.0,0건,리뷰 0,경기 수원시 팔달구 정조로 858,(지번) 북수동 189-1,031-251-0292,
판교액자,0.0,0건,리뷰 5,경기 성남시 분당구 대왕판교로 184 1층,(지번) 금곡동 115-13,031-713-0288,http://grimfactory.co.kr/
고려표,0.0,0건,리뷰 0,경기 수원시 장안구 장안로 24,(지번) 영화동 425-4,031-253-3332,
