공방이름,평균별점,별점건수,리뷰건수,주소,지번주소,연락처,홈페이지
도혜공방,0.0,0건,리뷰 24,경남 창원시 성산구 마디미로4번길 9 우진상가 3층,(지번) 상남동 5-2,055-607-3143,http://blog.naver.com/dohye_c
빛과모래아트체험,0.0,0건,리뷰 0,대구 달서구 두류공원로 200 83타워 2층,(지번) 두류동 산 302-11,053-620-0445,
올리공방,5.0,1건,리뷰 4,광주 서구 죽봉대로94번길 30,(지번) 광천동 17-2,연락처 없음,
이비그가죽공방,5.0,2건,리뷰 104,서울 금천구 시흥대로153길 72 1층,(지번) 가산동 151-9,연락처 없음,https://blog.naver.com/evighet8
희나리공방,0.0,0건,리뷰 6,경북 구미시 여헌로6길 8,(지번) 인의동 589-6,010-8420-8891,https://heenari.modoo.at/
소소공방,0.0,0건,리뷰 14,충남 천안시 서북구 도원9길 32,(지번) 성정동 808,연락처 없음,
리노바 도자공방,0.0,0건,리뷰 17,제주특별자치도 제주시 연삼로 351 지하 1층,(지번) 도남동 81-16,연락처 없음,https://blog.naver.com/dinovoa
소소도자기공방,0.0,0건,리뷰 2,경북 포항시 남구 연일읍 유강길 22 청구타운 2층,(지번) 연일읍 유강리 594,010-5684-0755,https://blog.naver.com/najar2
오월공방 롯데백화점 부산,0.0,0건,리뷰 7,부산 부산진구 가야대로 772 7층,(지번) 부전동 503-15,051-810-3778,https://www.owolgongbang.co.kr/
유락공방,0.0,0건,리뷰 13,경기 성남시 분당구 성남대로 165 508호,(지번) 금곡동 161,010-8721-1584,http://blog.naver.com/ohyunj157
창의체험공작소,0.0,0건,리뷰 0,대구 남구 대봉로38길 13-1,(지번) 이천동 306-1,053-425-4520,
청년공방,0.0,0건,리뷰 3,인천 남동구 인하로489번길 22 동남빌딩 5층,(지번) 구월동 1466,053-425-4520,https://blog.naver.com/neon2513/
빚다도예공방 강동점,5.0,2건,리뷰 4,서울 강동구 양재대로124길 91,(지번) 길동 78,070-8690-0361,http://www.bitda.net/
미리별도자기공방,0.0,0건,리뷰 1,경남 창원시 진해구 석동로59번길 8-3,(지번) 석동 646-4,연락처 없음,https://www.instagram.com/leej_hwa/
스티치스가죽공방,0.0,0건,리뷰 17,서울 금천구 벚꽃로 244 벼산디지털밸리 5차 6층 606-4호,(지번) 가산동 60-73,010-4210-1618,https://blog.naver.com/stitches87
스튜디오은은 가죽공방,5.0,1건,리뷰 15,충북 청주시 서원구 궁뜰로37번길 6,(지번) 장성동 1-4,010-4210-1618,http://blog.naver.com/thorn43
분당청년공방,5.0,1건,리뷰 6,경기 성남시 분당구 분당로53번길 13 3층,(지번) 서현동 269-4,010-4210-1618,https://www.instagram.com/neon_1122/
예올체험학교,0.0,0건,리뷰 0,부산 기장군 철마면 마지2길 5-16,(지번) 철마면 연구리 677-2,051-722-5328,
시나브로가죽공방,5.0,1건,리뷰 2,경기 수원시 팔달구 효원로249번길 18-17 3층,(지번) 인계동 1044-13,0507-1339-0792,https://www.instagram.com/sinabro_leather/
하모니코가죽공방,0.0,0건,리뷰 2,서울 강동구 진황도로49길 41 지하1층,(지번) 길동 229,연락처 없음,http://blog.naver.com/harmonyco
토루도예공방,5.0,4건,리뷰 2,경기 파주시 오도로 160-16,(지번) 오도동 274-16,031-943-5130,http://blog.naver.com/cj5130
경아트가죽공방,0.0,0건,리뷰 0,전북 전주시 덕진구 장동 1086,,연락처 없음,
도르르도자공방,0.0,0건,리뷰 3,경기 수원시 팔달구 덕영대로735번길 66-2 1층,(지번) 화서동 246-2,031-246-4284,http://mimiplace.blog.me/
니어바이공방,0.0,0건,리뷰 2,경기 양평군 용문면 용문산로 201,(지번) 용문면 덕촌리 91-1,연락처 없음,
공방마루,0.0,0건,리뷰 14,경북 포항시 남구 상도로8번길 19 1층,(지번) 상도동 228-2,010-4139-0126,https://blog.naver.com/juhee4260
해밍비누공방,0.0,0건,리뷰 5,경기 안양시 동안구 관악대로 167 2층,(지번) 비산동 1165,010-7689-7421,http://blog.naver.com/sia2234
모로공방,0.0,0건,리뷰 2,전북 전주시 덕진구 오공로 43-22,(지번) 중동 775-6,063-247-1138,https://morogongbang.modoo.at/
라당도예도자기물레체험,5.0,3건,리뷰 4,경기 이천시 신둔면 도자예술로6번길 112,(지번) 신둔면 고척리 635,063-247-1138,https://blog.naver.com/sun444012
바른테라피 윤공방,0.0,0건,리뷰 4,경기 파주시 교하로159번길 30-16,(지번) 목동동 1074,070-7807-1970,https://blog.naver.com/yoon2826
라이공방,0.0,0건,리뷰 35,제주특별자치도 제주시 서해안로 342 1층 카페도두 내,(지번) 도두이동 705-1,010-4993-6794,https://blog.naver.com/cscs0319
이캔공방,0.0,0건,리뷰 16,경기 부천시 중동로254번길 81 304-4호,(지번) 중동 1142-14,010-4993-6794,http://blog.naver.com/solanin8008
연세라미끄 도자기공방,5.0,1건,리뷰 5,경기 광주시 곤지암읍 신대길34번길 10-32,(지번) 곤지암읍 신대리 11,010-8928-2330,https://blog.naver.com/yeon_8928
레블릭가죽공방,0.0,0건,리뷰 8,경기 성남시 분당구 내정로119번길 35 지하 1층,(지번) 정자동 36-1,연락처 없음,http://blog.naver.com/leblic
달무리공방,0.0,0건,리뷰 13,경기 성남시 분당구 느티로51번길 8-13 101호,(지번) 정자동 84-11,010-4135-5647,http://smartstore.naver.com/dalmoori5647
뮤즈펫공방,5.0,1건,리뷰 5,경기 성남시 분당구 내정로 55 상록마을 우성아파트 상가 2층 208호,(지번) 정자동 121,010-4135-5647,https://blog.naver.com/ym_ym_ym
풀내음체험교실,0.0,0건,리뷰 0,전북 남원시 충정로 192,(지번) 도통동 501-6,063-633-3618,http://herbdiy.blog.me/
보령서각체험학,0.0,0건,리뷰 0,충남 보령시 남포면 원제길 37,(지번) 남포면 제석리 563-3,연락처 없음,http://xn--p39a82t1kh0ma.com/
추추공방,5.0,1건,리뷰 5,서울 서대문구 성산로 557,(지번) 대신동 115-7,연락처 없음,
이상원미술관금속공방,0.0,0건,리뷰 1,강원 춘천시 사북면 화악지암길 99,(지번) 사북면 지암리 587,070-4223-9638,http://www.lswmuseum.com/
유리알공방,0.0,0건,리뷰 4,전북 군산시 구영1길 37-1,(지번) 금동 76-4,010-7177-1778,
심우체험작품관,0.0,0건,리뷰 0,경북 안동시 풍산읍 나바우길 13,(지번) 풍산읍 소산리 43-4,054-858-5888,http://www.hanjital.co.kr/
공예체험센터,0.0,0건,리뷰 0,대전 대덕구 중리동로56번길 10,(지번) 중리동 149-4,연락처 없음,
삐삐체험학교,0.0,0건,리뷰 0,강원 원주시 단구동 1466,(지번) 중리동 149-4,연락처 없음,
무무트공방,0.0,0건,리뷰 2,경기 수원시 팔달구 화서문로 47-1,(지번) 장안동 274-1,0507-1332-1339,https://blog.naver.com/moumoute1
수선화체험교실,0.0,0건,리뷰 0,광주 서구 화운로304번길 30,(지번) 광천동 204,연락처 없음,
이루다천연공방,0.0,0건,리뷰 4,경기 고양시 일산동구 정발산로42번길 60 웨스턴853 9층 924호,(지번) 장항동 853-1,010-8215-7526,https://blog.naver.com/dydska5660/
해밀공방,0.0,0건,리뷰 4,경기 안양시 만안구 안양로323번길 19 3층,(지번) 안양동 1195-63,연락처 없음,https://blog.naver.com/jyyj303
블링블링체험카페,0.0,0건,리뷰 0,전북 군산시 나운안길 27,(지번) 나운동 101-12,010-4656-5559,
쪽빛체험마을,5.0,1건,리뷰 0,인천 연수구 솔밭로 45,(지번) 동춘동 820-16,연락처 없음,
공예체험교육관,0.0,0건,리뷰 0,경기 부천시 원미로 305 무형문화재 부천전수관 1층,(지번) 여월동 98-8,032-676-7573,
더재밌는체험,0.0,0건,리뷰 0,서울 은평구 은평로21길 8 지하1층,(지번) 녹번동 43-8,070-7776-6020,http://funnplay.modoo.at/
다빈치공방,0.0,0건,리뷰 1,경기 연천군 전곡읍 은전로 76,(지번) 전곡읍 전곡리 455-64,031-832-2810,
라온공방,0.0,0건,리뷰 0,경기 동두천시 중앙로 17-1,(지번) 송내동 693-3,연락처 없음,
썬공방,0.0,0건,리뷰 0,경기 남양주시 늘을1로 272 한라비발디상가 2층 204호,(지번) 호평동 678,010-8928-6369,https://www.instagram.com/ssungongbang/
꾸미준창의체험센터,0.0,0건,리뷰 1,경기 고양시 일산동구 무궁화로 32-34 C동 306호,(지번) 장항동 764-3,070-7769-1366,http://1738.co.kr/
다호디자인 우든펜,5.0,1건,리뷰 9,충북 청주시 청원구 내수읍 형동2길 92-58,(지번) 내수읍 형동리 426,043-908-4949,http://blog.naver.com/yujulia0315
이상원미술관 유리공방,0.0,0건,리뷰 2,강원 춘천시 사북면 화악지암길 99,(지번) 사북면 지암리 587,연락처 없음,http://www.lswmuseum.com/
약령시한의약박,3.2,5건,리뷰 35,대구 중구 달구벌대로415길 49,(지번) 남성로 51-1,연락처 없음,http://www.daegu.go.kr/dgom
라움아틀리에,0.0,0건,리뷰 61,대구 중구 교동1길 5 1층,(지번) 용덕동 1-19,010-2829-6868,http://www.instagram.com/Raum_atelier
러브클레이 시흥제1체험센터,0.0,0건,리뷰 0,경기 시흥시 장곡로 74,(지번) 장곡동 802-3,연락처 없음,
이상원미,4.2,17건,리뷰 133,강원 춘천시 사북면 화악지암길 99,(지번) 사북면 지암리 587,연락처 없음,http://www.lswmuseum.com/
조선해양문,4.5,2건,리뷰 32,경남 거제시 일운면 지세포해안로 25,(지번) 일운면 소동리 478-6,연락처 없음,http://www.geojemarine.or.kr/
은노리,0.0,0건,리뷰 6,대구 중구 동성로2길 12-17 2층,(지번) 봉산동 23-6,연락처 없음,https://blog.naver.com/eunnori21
대구공예학원,5.0,1건,리뷰 5,대구 북구 고성북로 21 2층,(지번) 고성동3가 102-7,053-351-8514,https://www.instagram.com/daegu_dha/
멜리멜로,0.0,0건,리뷰 5,대구 중구 남산로4길 132,(지번) 남산동 232-15,연락처 없음,https://instagram.com/melimelo_ceramic
진장문화예술플랫폼 미리미동,0.0,0건,리뷰 29,경남 밀양시 남천강변로3길 3-4,(지번) 삼문동 384-4,010-3587-6324,http://blog.naver.com/yuri4315
풍각나무,0.0,0건,리뷰 15,경북 청도군 풍각면 청려로 170-111,(지번) 풍각면 금곡리 927,054-373-8525,http://blog.naver.com/mangchi7304
눌세라믹,0.0,0건,리뷰 11,대전 서구 월평서로25번길 47 지하1층,(지번) 월평동 1311,042-471-4885,https://blog.naver.com/yobii_0624
루나밍,4.0,4건,리뷰 77,서울 서대문구 연희로 18,(지번) 창천동 496,042-471-4885,http://blog.naver.com/lunaming202
김포아트빌리지 아트,3.5,2건,리뷰 23,경기 김포시 모담공원로 170,(지번) 운양동 1325-10,연락처 없음,
크리도자기,0.0,0건,리뷰 19,대구 동구 둔산로 5 2층,(지번) 방촌동 863-27,연락처 없음,https://blog.naver.com/hjs9264_2
기찻길옆 유쾌한동산마,4.7,3건,리뷰 1,부산 동래구 충렬대로348번길 66,(지번) 낙민동 20-43,051-555-7783,https://dongsanmaeul.modoo.at/
목,0.0,0건,리뷰 6,서울 노원구 화랑로 606,(지번) 공릉동 29-2,02-977-4816,
피네아,0.0,0건,리뷰 19,서울 서초구 방배로19길 43 1층,(지번) 방배동 928-19,02-977-4816,http://www.pinea.co.kr/
레브쥬,0.0,0건,리뷰 4,대구 북구 학정동로 73 1층,(지번) 학정동 948-3,010-3825-9098,https://www.instagram.com/revejou
제주스런,5.0,1건,리뷰 16,제주특별자치도 제주시 조천읍 대흘9길 37,(지번) 조천읍 대흘리 1079-22,연락처 없음,https://www.instagram.com/jejutic_jeju
제이아로마,0.0,0건,리뷰 3,대구 중구 태평로 198 2층,(지번) 태평로1가 19-5,053-752-0988,https://blog.naver.com/2005you
악토버핑,2.3,3건,리뷰 11,서울 구로구 신도림로11길 8-10,(지번) 신도림동 393-19,010-3091-1569,http://cscz.blog.me/
캔들데이,0.0,0건,리뷰 33,울산 남구 중앙로166번길 40 1층,(지번) 달동 642-1,010-8214-2902,https://blog.naver.com/monsanda/
드링킹드로잉,5.0,3건,리뷰 21,서울 송파구 백제고분로42길 35-1 1층,(지번) 송파동 108-10,010-8214-2902,https://dkingdwing.modoo.at/
우드워크라,0.0,0건,리뷰 8,울산 울주군 두서면 상선필길 148,(지번) 두서면 인보리 994-2,연락처 없음,https://www.instagram.com/tosil_kim/
우유리,0.0,0건,리뷰 2,서울 광진구 능동로 443 3층,(지번) 중곡동 169-41,연락처 없음,https://www.instagram.com/ooh.yuri_official/
반지놀이터 창원점,1.0,1건,리뷰 4,경남 창원시 성산구 마디미로9번길 10 나이스빌딩 2층 203호,(지번) 상남동 12-3,070-8808-7900,http://blog.naver.com/d00ring
낙,5.0,1건,리뷰 13,서울 마포구 연희로 21-6,(지번) 동교동 113-76,010-7723-0381,https://www.instagram.com/nakseo_salon/
나무앤,0.0,0건,리뷰 5,제주특별자치도 제주시 애월읍 평화로 2289-17,(지번) 애월읍 유수암리 1066,연락처 없음,https://namun.modoo.at/
꼼지락소소,5.0,1건,리뷰 23,대전 서구 관저남로25번길 23-47 솔빌101호,(지번) 관저동 1555-2,연락처 없음,https://blog.naver.com/sosohan_you
느린,0.0,0건,리뷰 2,대전 동구 옛신탄진로75번길 62,(지번) 홍도동 125-20,연락처 없음,http://blog.naver.com/by020202
나무집반,5.0,1건,리뷰 19,서울 송파구 오금로18길 8 지하1층,(지번) 송파동 51-3,010-2935-2769,https://blog.naver.com/semibasewooden/
옹이토이와 반지놀이터,0.0,4건,리뷰 30,부산 중구 광복로35번길 7 3층,(지번) 창선동2가 19-1,070-8934-4943,https://www.facebook.com/ringnoriter
아뜰리에 동명,0.0,0건,리뷰 10,광주 동구 장동로 19-1 2층,(지번) 장동 84-1,연락처 없음,
감천문화마을 체험공방,0.0,0건,리뷰 1,부산 사하구 옥천로 121,(지번) 감천동 10-3,051-207-8111,
송송공작소,5.0,1건,리뷰 16,전북 전주시 완산구 은행로 21,(지번) 풍남동2가 38-3,연락처 없음,https://www.instagram.com/ss_gongjakso
달의작업실,5.0,1건,리뷰 12,서울 은평구 응암로21가길 9-11 1층,(지번) 응암동 126-5,연락처 없음,https://lsk2519.blog.me/
오늘감성,0.0,0건,리뷰 7,경기 안양시 만안구 예술공원로 204,(지번) 안양동 1361-4,031-346-6262,
이레디,5.0,1건,리뷰 4,세종특별자치시 한누리대로 227,(지번) 나성동 750,031-346-6262,https://leyong01076611324.modoo.at/
만들고가게,0.0,0건,리뷰 22,경기 부천시 경인로110번길 33,(지번) 송내동 383-11,032-652-0808,http://blog.naver.com/mandulgo_gage
우물길정원,5.0,1건,리뷰 14,서울 종로구 북촌로11다길 41,(지번) 삼청동 35-97,032-652-0808,
제주반지만들기,5.0,1건,리뷰 19,제주특별자치도 제주시 신대로5길 4 마리나웨딩홀 1층,(지번) 연동 300-13,032-652-0808,http://blog.naver.com/jejubanji
제이유캔들,0.0,0건,리뷰 24,경남 김해시 금관대로1190번길 50,(지번) 외동 1244-8,연락처 없음,http://blog.naver.com/shpkjh48
오라라,0.0,0건,리뷰 16,부산 부산진구 진사로 48,(지번) 개금동 753,010-9940-9673,https://blog.naver.com/wlguslekt711
공드리워크샵,5.0,1건,리뷰 7,서울 성동구 성수이로26길 11,(지번) 성수동2가 278-52,연락처 없음,http://www.gongdry.co.kr/
반지마을 제주1호점,5.0,1건,리뷰 3,제주특별자치도 제주시 월성로4길 17 3층,(지번) 용담이동 2761-1,연락처 없음,http://www.banjimaeul.com/
뜰안에창작마을협동조합,0.0,0건,리뷰 2,울산 남구 여천로80번길 28,(지번) 야음동 174-34,010-2460-0516,http://xn--ig2b62cl1ptpaf2dfn63y.com/
민들레목,0.0,0건,리뷰 6,대전 서구 월평중로13번길 105 1층 102호,(지번) 월평동 1124,070-8246-5541,https://dandelionatelier.modoo.at/
플로썸,0.0,0건,리뷰 3,서울 마포구 성미산로32길 20-5 1층,(지번) 연남동 239-34,연락처 없음,http://blog.naver.com/plossom_atelier
재미난목,0.0,0건,리뷰 5,서울 강동구 천호대로170길 98 지하 1층,(지번) 성내동 515-8,02-471-7819,https://harmony07.modoo.at/
충북DIY가구협동,5.0,1건,리뷰 3,충북 청주시 청원구 내수읍 도원세교로 191 1층,(지번) 내수읍 덕암리 347-1,043-215-2646,http://cbdiy.qrsvc.com/
레더레스트,0.0,0건,리뷰 8,서울 종로구 성균관로 19,(지번) 명륜2가 142-1,연락처 없음,http://storefarm.naver.com/leatherest
캔들모먼츠,0.0,0건,리뷰 20,인천 연수구 갯벌로 12 미추홀타워별관 B동 지하1층 B105호,(지번) 송도동 7-50,연락처 없음,https://blog.naver.com/osm0105
나답게하다,0.0,0건,리뷰 1,인천 부평구 장제로228번길 26,(지번) 부개동 481,연락처 없음,https://www.instagram.com/nahada_asiam
스튜디오삼다,0.0,0건,리뷰 2,서울 서초구 방배천로8길 16-1 1층,(지번) 방배동 454-8,010-3907-9755,http://blog.naver.com/studio_samda/
괴산자연드림파크 체험공,0.0,0건,리뷰 0,충북 괴산군 칠성면 자연드림길 240,(지번) 칠성면 율원리 산 2-12,043-760-4300,http://www.naturaldreampark.co.kr/
리꼬벨로,0.0,0건,리뷰 29,경기 부천시 계남로 297,(지번) 춘의동 130-11,연락처 없음,http://blog.naver.com/riccobello
노말도트,0.0,0건,리뷰 1,부산 부산진구 동성로25번길 32 1층,(지번) 전포동 355-26,070-4406-0327,http://www.normaldott.kr/
제주푸른바다캔들,0.0,0건,리뷰 9,제주특별자치도 제주시 애월읍 애월로10길 7 1층,(지번) 애월읍 애월리 1616-3,010-2033-8112,https://blog.naver.com/hiocom/
봉쓰핸드메이드,0.0,0건,리뷰 16,경기 수원시 팔달구 화서문로45번길 2,(지번) 장안동 283,010-2611-0125,https://www.instagram.com/bongshandmade/
스튜디오 리포소,0.0,0건,리뷰 5,서울 송파구 마천로 70-3 1층,(지번) 오금동 41-20,010-2611-0125,https://www.studio-riposo.com/
비아름,0.0,0건,리뷰 6,부산 수영구 민락로 36 1층,(지번) 민락동 162-20,010-5836-3344,
스튜디오지,0.0,0건,리뷰 0,서울 동대문구 난계로26길 55 2층,(지번) 신설동 114-58,연락처 없음,http://www.studiog.co.kr/
블레스아뜰리에,0.0,0건,리뷰 8,충남 천안시 서북구 백석로 215,(지번) 성정동 960,010-2762-4466,https://blog.naver.com/hakdary78
마타바바,0.0,0건,리뷰 12,"충북 청주시 청원구 사뜸로 70 삼성아파트상가 2층 206,207호",(지번) 율량동 1182,043-218-0660,http://blog.naver.com/matababa
프린트스튜디오777,0.0,0건,리뷰 10,인천 서구 크리스탈로102번길 25 상가2동 106호,(지번) 청라동 150-1,010-5298-5296,https://blog.naver.com/printstudio_777
갤러리아트플,0.0,0건,리뷰 8,경기 이천시 신둔면 도자예술로62번길 177,(지번) 신둔면 고척리 587-2,연락처 없음,
굿밤,0.0,0건,리뷰 28,"충북 청주시 상당구 상당로91번길 38-2 1, 6층",(지번) 북문로1가 130-1,연락처 없음,https://blog.naver.com/goodbamyoon/
메모센트,1.0,1건,리뷰 13,경기 김포시 김포한강10로133번길 126 지하 1층,(지번) 구래동 6871-41,010-5170-9392,https://memoscent.modoo.at/
릴리코레더하우스,4.0,2건,리뷰 3,서울 용산구 이태원로19길 21 지하 1층,(지번) 이태원동 118-5,연락처 없음,http://sy__p.blog.me/
경은도예,5.0,1건,리뷰 5,경기 수원시 권선구 여기산로 18 1층,(지번) 서둔동 260-18,010-6220-7048,https://blog.naver.com/qw4430
오드리하우스,5.0,1건,리뷰 7,충남 당진시 당진중앙1로 272-44 1층,(지번) 읍내동 732,010-2703-8192,https://blog.naver.com/mokoojh0972
반지놀이터 울산성남점,0.0,0건,리뷰 9,울산 중구 만남의거리 4 3층,(지번) 성남동 238,070-8201-1965,https://ringnori0905.modoo.at/
그,0.0,0건,리뷰 1,경남 진주시 진주대로960번길 18 1층,(지번) 칠암동 289,070-8201-1965,http://instagram.com/groodam/
희다솝,0.0,0건,리뷰 4,서울 관악구 남부순환로161길 23 1층,(지번) 신림동 486-6,070-8201-1965,https://blog.naver.com/7994795
제이파레트,0.0,0건,리뷰 1,부산 금정구 금정로 11-1 1층,(지번) 장전동 608-65,051-915-3797,http://www.instagram.com/jominseo79
나다운이곳,0.0,0건,리뷰 7,부산 해운대구 대천로 205 벽산1차아파트 상가 2층,(지번) 좌동 1321,0507-1307-9898,http://blog.naver.com/atelier_nadawoon
샌디즈네이처,0.0,0건,리뷰 11,부산 수영구 수영로611번길 15,(지번) 광안동 561-3,070-8286-7942,https://m.blog.naver.com/bysandy
온애어아뜰리에,0.0,0건,리뷰 8,서울 영등포구 선유로51길 21 1층,(지번) 양평동4가 143-1,070-8286-7942,http://onaircandle.com/
향기다움,5.0,1건,리뷰 3,제주특별자치도 서귀포시 표선면 표선관정로 10,(지번) 표선면 표선리 2059-8,연락처 없음,https://www.instagram.com/hyanggidaum/
고마워비누가게,0.0,0건,리뷰 8,부산 수영구 남천동로9번길 33,(지번) 남천동 11-20,연락처 없음,https://www.instagram.com/gomabi_/
이썸,0.0,0건,리뷰 2,경남 김해시 김해대로2301번길 23 102호,(지번) 봉황동 217-6,연락처 없음,http://blog.naver.com/eesome_lee
이슈캘리,0.0,0건,리뷰 2,경남 양산시 동면 금오3길 12 101호,(지번) 동면 금산리 1446-14,연락처 없음,https://www.instagram.com/issue_calli/
프롬안나,0.0,0건,리뷰 1,서울 강남구 선릉로86길 31 518호,(지번) 대치동 890-59,010-7561-0662,https://smartstore.naver.com/fromanna
유리공장,0.0,0건,리뷰 1,강원 원주시 천사로 138-2,(지번) 일산동 264-55,010-7561-0662,https://www.instagram.com/glass_factory_/
아틀리에회영,0.0,0건,리뷰 6,서울 강서구 공항대로 222 발산W타워 208호,(지번) 마곡동 728-134,010-7561-0662,http://blog.naver.com/hoeyoung92
우드살롱,0.0,0건,리뷰 3,경기 수원시 영통구 권선로803번길 14 1층,(지번) 매탄동 1167-12,연락처 없음,http://www.woodsalon.co.kr/
토요오픈스튜디,0.0,0건,리뷰 3,전남 구례군 광의면 예술인길 57,(지번) 광의면 온당리 194-2,061-781-0688,https://guryeartist.modoo.at/
알류레더굿즈,0.0,0건,리뷰 6,서울 중구 다산로33길 76 1층,(지번) 신당동 236-166,연락처 없음,https://blog.naver.com/rew33001
온타임,5.0,1건,리뷰 3,경기 안양시 만안구 박달로578번길 20 1층,(지번) 안양동 695-134,연락처 없음,https://blog.naver.com/phe43
봉쥬르봉봉,0.0,0건,리뷰 2,제주특별자치도 제주시 한림읍 한림로 408-2,(지번) 한림읍 협재리 1587,연락처 없음,http://www.instagram.com/bonjour_bon_bon
소수,0.0,0건,리뷰 2,인천 남동구 문화서로4번길 35-8,(지번) 구월동 1402-8,연락처 없음,
가죽놀이터SMG,0.0,0건,리뷰 1,경기 이천시 백사면 청백리로79번길 34-34,(지번) 백사면 모전리 47-47,연락처 없음,https://blog.naver.com/hjkim8984
달빛공작소,0.0,0건,리뷰 4,충남 천안시 동남구 대흥동 79-4,(지번) 백사면 모전리 47-47,연락처 없음,
다움,0.0,0건,리뷰 1,전남 순천시 조례원님길 35 1층,(지번) 조례동 1622-5,연락처 없음,https://www.instagram.com/da.oom_
마마스토리,0.0,0건,리뷰 2,서울 종로구 옥인길 14,(지번) 옥인동 145,02-2269-8030,
아센시엘,0.0,0건,리뷰 1,부산 부산진구 서전로37번길 28-7,(지번) 전포동 653-9,연락처 없음,
갤러,0.0,0건,리뷰 1,경남 김해시 구지로 165,(지번) 대성동 248,연락처 없음,
우노이캔들,0.0,0건,리뷰 5,경기 파주시 탄현면 새오리로 77 가동 2층,(지번) 탄현면 성동리 82-25,연락처 없음,https://blog.naver.com/woonoicandle
취미공작소,0.0,0건,리뷰 1,경기 수원시 팔달구 창룡대로 46,(지번) 남수동 16-17,연락처 없음,https://www.instagram.com/shimmer_i/
