공방이름,평균별점,별점건수,리뷰건수,주소,지번주소,연락처,홈페이지
뜨개사랑 성서점,0.0,0건,리뷰 0,대구 달서구 선원로14길 62,(지번) 신당동 1765-6,053-591-0618,
리네아뜨개,0.0,0건,리뷰 0,대구 중구 국채보상로 492-30,(지번) 동산동 136,연락처 없음,
뜨개사랑바이양쌤,0.0,0건,리뷰 0,대구 남구 두류공원로5길 56-2,(지번) 대명동 1645-14,연락처 없음,
,"D 뜨개사랑방 수예,자수",0.0,0건,리뷰 0,(지번) 대명동 1645-14,연락처 없음,
뜨개사랑,5.0,5건,리뷰 0,전북 전주시 완산구 거마평로 121 상산타운상가 2동 119호,(지번) 효자동1가 652,연락처 없음,
뜨개이야기,0.0,0건,리뷰 0,부산 동래구 중앙대로1381번길 81-4,(지번) 온천동 781,051-553-6484,
뜨개이야기,0.0,0건,리뷰 0,대구 수성구 청수로3길 58,(지번) 중동 346-9,연락처 없음,
매직 손 뜨개나라,0.0,0건,리뷰 0,충북 청주시 서원구 1순환로1063번길 77,(지번) 분평동 1240,043-296-1245,
지니뜨개마실,0.0,0건,리뷰 0,대구 수성구 동원로 18,(지번) 만촌동 1022-1,연락처 없음,
뜨개이야기,0.0,0건,리뷰 0,서울 강남구 봉은사로73길 31,(지번) 삼성동 25-23,02-545-7655,
뜨개하다,0.0,0건,리뷰 0,대구 달성군 유가읍 현풍로47길 67 1층,(지번) 유가읍 쌍계리 632-6,연락처 없음,
소잉&뜨개,0.0,0건,리뷰 1,경기 수원시 영통구 이의동 1352-1 에듀하임1309오피스텔 상가 101동 102호,(지번) 유가읍 쌍계리 632-6,연락처 없음,https://blog.naver.com/bf3807
뜨개나무바이유미,0.0,0건,리뷰 0,경기 성남시 분당구 서판교로44번길 3-8,(지번) 판교동 566-1,031-8016-4888,
뜨개놀이,0.0,0건,리뷰 0,경북 칠곡군 북삼읍 금오대로6길 7,(지번) 북삼읍 인평리 1089-4,054-973-1187,
뜨개사랑방,0.0,0건,리뷰 0,전북 전주시 덕진구 쪽구름1길 8,(지번) 여의동2가 688-3,063-212-3935,
황실십자수앤뜨개,0.0,0건,리뷰 0,경기 수원시 영통구 이의동 1352 에듀하임 101동,(지번) 여의동2가 688-3,063-212-3935,
뜨개랑 십자수랑,4.9,10건,리뷰 0,경기 용인시 기흥구 어정로 84,(지번) 상하동 462-1,063-212-3935,
손의요정뜨개교실,0.0,0건,리뷰 0,경남 김해시 율하2로 90,(지번) 율하동 1315-2,055-321-4614,
,"D 뜨개랑 십자수랑 수예,자수",0.0,0건,리뷰 0,(지번) 율하동 1315-2,055-321-4614,
현이네뜨개나무,0.0,0건,리뷰 0,부산 수영구 수영로 지하 576,(지번) 광안동 205,051-759-9935,
뜨개나라,0.0,0건,리뷰 0,부산 동구 범일로65번길 8,(지번) 범일동 290-3,051-645-0995,
뜨개하는집,0.0,0건,리뷰 0,충북 청주시 흥덕구 풍산로 143,(지번) 복대동 1478,010-5283-6774,
안젤라뜨개교실,0.0,0건,리뷰 0,전북 군산시 동메2길 32-4,(지번) 수송동 434-15,063-466-3646,
비니공방,0.0,0건,리뷰 0,경북 포항시 북구 장량로190번길 30-9 1층,(지번) 양덕동 1653,010-3531-8148,http://blog.naver.com/bunny99kitty
채윤뜨개,0.0,0건,리뷰 0,부산 북구 화명신도시로 115 성문타워 2층 202호,(지번) 화명동 2275-6,051-361-5567,
뜨개사랑,0.0,0건,리뷰 0,충북 청주시 흥덕구 풍산로33번길 23,(지번) 가경동 1367,043-231-2589,
뜨개다락모꼬지,0.0,0건,리뷰 1,충북 충주시 염밭로 90,(지번) 교현동 1062,010-6832-3608,https://www.instagram.com/mokkoji_darak/
뜨개마을,0.0,0건,리뷰 0,경기 광명시 광명로865번길 2,(지번) 광명동 288-175,연락처 없음,
김경희뜨개이야기,0.0,0건,리뷰 0,경남 거제시 옥수로2길 29,(지번) 능포동 612-75,055-682-0093,
뜨개랑십자수랑,0.0,0건,리뷰 0,인천 연수구 먼우금로83번길 12,(지번) 동춘동 938,연락처 없음,
전숙녀뜨개,0.0,0건,리뷰 0,부산 연제구 쌍미천로135번길 38,(지번) 연산동 637-24,연락처 없음,http://www.jeonsuknyu.com/
뜨개이야기,0.0,0건,리뷰 0,전북 전주시 완산구 서신천변11길 9,(지번) 서신동 817-1,010-2982-3781,
뜨개나라,0.0,0건,리뷰 0,광주 남구 서문대로 767-1,(지번) 주월동 398-44,062-655-2496,
,"D 뜨개사랑 수예,자수",0.0,0건,리뷰 0,(지번) 주월동 398-44,062-655-2496,
민들레뜨개교실,0.0,0건,리뷰 0,광주 북구 서하로 223,(지번) 오치동 951-5,연락처 없음,
뜨개사랑,0.0,0건,리뷰 0,광주 동구 동계천로 123,(지번) 동명동 197-8,062-432-2234,
뜨개마루,0.0,0건,리뷰 0,경기 용인시 기흥구 금화로 101,(지번) 상갈동 473-1,연락처 없음,
뜨개맘,0.0,0건,리뷰 0,경남 진주시 도동로247번길 14,(지번) 하대동 314-17,070-4108-0084,
하와유공방,0.0,0건,리뷰 3,경기 하남시 아리수로 570,(지번) 망월동 1081,연락처 없음,
뜨개숲,0.0,0건,리뷰 0,경남 진주시 초전북로61번길 20-6,(지번) 초전동 1723-3,연락처 없음,
이다연뜨개나라,1.0,1건,리뷰 0,서울 송파구 석촌호수로12길 21,(지번) 잠실동 213-56,02-412-1828,
청라뜨개이야기,0.0,0건,리뷰 0,인천 서구 청라에메랄드로 134 호반베르디움아파트 상가 109호,(지번) 청라동 130-4,032-567-4319,
뜨개사랑,0.0,0건,리뷰 0,광주 북구 서암대로 23,(지번) 운암동 495-12,062-956-1375,
처음뜨개,0.0,0건,리뷰 0,인천 부평구 부평문화로194번길 42,(지번) 부개동 128-6,연락처 없음,
뜨개숲,0.0,0건,리뷰 0,전북 순창군 순창읍 순창로 226-2,(지번) 순창읍 남계리 221-1,063-653-0022,
열린뜨개교실,0.0,0건,리뷰 0,대전 중구 중교로 8-1,(지번) 대흥동 508-10,연락처 없음,
미니어처공방,0.0,0건,리뷰 1,서울 노원구 중계로14나길 44 1층,(지번) 중계동 68-7,연락처 없음,https://blog.naver.com/shining_alice
뜨개이야기,0.0,0건,리뷰 0,서울 광진구 영화사로5길 11,(지번) 중곡동 87-39,010-2973-3479,
,"D J의뜨개이야기 수예,자수",0.0,0건,리뷰 0,(지번) 중곡동 87-39,010-2973-3479,
뜨개사랑,0.0,0건,리뷰 0,서울 강동구 천호대로187길 73,(지번) 길동 398-6,010-2973-3479,http://blog.naver.com/knit53
뜨개샵,0.0,0건,리뷰 0,전북 전주시 덕진구 매봉로 44,(지번) 금암동 1586-17,연락처 없음,
포천손뜨개공방,0.0,0건,리뷰 0,경기 포천시 소흘읍 솔모루로 72,(지번) 소흘읍 송우리 173-2,031-544-0718,
하얀뜨개나라,0.0,0건,리뷰 0,충남 서천군 서천읍 서천로232번길 9,(지번) 서천읍 사곡리 249-17,041-953-9979,
뜨개사랑,0.0,0건,리뷰 0,서울 서초구 반포동 163,,연락처 없음,
뜨개마루,0.0,0건,리뷰 0,경기 구리시 이문안로83번길 26,(지번) 수택동 444-7,연락처 없음,
광진뜨개사랑,5.0,1건,리뷰 0,서울 광진구 능동로32길 53,(지번) 능동 234-37,연락처 없음,
뜨개공방한땀,0.0,0건,리뷰 0,경기 수원시 권선구 정조로 568,(지번) 세류동 513-7,010-2506-3448,
뜨개하우스,0.0,0건,리뷰 0,인천 부평구 주부토로172번길 28,(지번) 갈산동 370,032-361-1362,
뜨개바늘,0.0,0건,리뷰 0,강원 강릉시 임영로 151,(지번) 용강동 37-6,연락처 없음,
신숙이 뜨개나무,0.0,0건,리뷰 1,서울 송파구 오금로46길 25 일정빌딩 301호,(지번) 가락동 181-14,02-408-1525,http://www.knitgallery.co.kr/
뜨개나라,0.0,0건,리뷰 0,전남 장흥군 장흥읍 동부로 22,(지번) 장흥읍 건산리 471-12,061-864-2026,
장미뜨개교실,5.0,1건,리뷰 0,강원 원주시 서원대로 500,(지번) 단구동 1599-4,033-765-7118,
아론뜨개모사,0.0,0건,리뷰 0,광주 서구 월드컵4강로 83,(지번) 화정4동 807-14,연락처 없음,
,"D 뜨개하는빨간여우 수예,자수",0.0,0건,리뷰 0,(지번) 화정4동 807-14,연락처 없음,
뜨개나무by홍명희,0.0,0건,리뷰 1,경기 김포시 초당로61번길 24,(지번) 장기동 1958-2,031-998-9974,http://malae1.modoo.at/
소소한뜨개,0.0,0건,리뷰 0,인천 서구 승학로506번길 25-5,(지번) 검암동 620-16,연락처 없음,
김순리뜨개나무,0.0,0건,리뷰 0,서울 강남구 삼성로 150,(지번) 대치동 511,02-554-1525,
뜨개모리,0.0,0건,리뷰 0,경기 안산시 단원구 광덕4로 144,(지번) 고잔동 703-2,연락처 없음,
뜨개사랑,0.0,0건,리뷰 0,경기 화성시 떡전골로 112-19,(지번) 진안동 525-46,연락처 없음,
미스뜨개공작소,0.0,0건,리뷰 0,경기 안양시 동안구 동안로 37 무궁화효성아파트 상가,(지번) 호계동 1055,연락처 없음,
뜨개방실로여는세상,0.0,0건,리뷰 0,서울 양천구 목동서로2길 22,(지번) 목동 929,연락처 없음,
뜨개방실장난,0.0,0건,리뷰 0,경기 성남시 수정구 수정북로7번길 16,(지번) 태평동 6326,연락처 없음,
소소뜨개,0.0,0건,리뷰 0,경기 의정부시 송양로 93,(지번) 민락동 894,연락처 없음,
낭만뜨개,0.0,0건,리뷰 0,전남 나주시 금성길 39-1,(지번) 중앙동 34-8,061-334-6715,
한잔뜨개,5.0,1건,리뷰 0,경기 고양시 덕양구 삼송로205번안길 18-14 지하 1층,(지번) 삼송동 57-28,연락처 없음,
실드림뜨개&퀼트,0.0,0건,리뷰 0,경기 안산시 상록구 선진로 106,(지번) 사동 1506,연락처 없음,
행복한뜨개작업실,0.0,0건,리뷰 0,경기 안양시 만안구 와룡로28번길 14,(지번) 석수동 781-1,031-449-5692,
뜨개생활,0.0,0건,리뷰 0,제주특별자치도 제주시 연사길 106-2,(지번) 오라이동 1970-1,연락처 없음,
,"D 하얀뜨개나라 수예,자수",0.0,0건,리뷰 0,(지번) 오라이동 1970-1,연락처 없음,
한땀핸즈 수성구점,0.0,0건,리뷰 2,대구 수성구 동대구로45길 9,(지번) 황금동 671-7,010-5355-6230,https://blog.naver.com/dnfls231
리네아,4.0,4건,리뷰 4,서울 강남구 논현로26길 42-12 1층,(지번) 도곡동 456-5,010-5355-6230,http://www.linea.kr/
편지,0.0,0건,리뷰 0,대구 달서구 진천로9길 88,(지번) 진천동 683-13,연락처 없음,
민트홀릭,0.0,0건,리뷰 3,대구 달성군 다사읍 대실역남로2길 12-12,(지번) 다사읍 죽곡리 826-6,010-6697-3617,https://blog.naver.com/mate1015
니트바림,0.0,0건,리뷰 1,대구 동구 이노밸리로56길 11-2 1층,(지번) 신서동 1163-3,010-6697-3617,http://fishnami.blog.me/
진선미 모사,0.0,0건,리뷰 2,부산 중구 대청로 78,(지번) 대청동3가 23-5,010-6697-3617,
한나뜨게방,0.0,0건,리뷰 1,울산 중구 중앙시장1길 19,(지번) 옥교동 97-9,052-245-8141,
미뉴,0.0,0건,리뷰 25,부산 부산진구 전포대로255번길 43-8 4층,(지번) 전포동 660-2,연락처 없음,https://www.instagram.com/hmmenew/
스마일뜨게방,5.0,1건,리뷰 1,충북 청주시 서원구 사직대로 279-9,(지번) 사직1동 265-19,043-269-3227,
온가족뜨개방,0.0,0건,리뷰 0,경남 양산시 덕계11길 7,(지번) 덕계동 990,055-387-7221,
김성혜손뜨개,0.0,0건,리뷰 1,경남 창원시 의창구 읍성로 12-9,(지번) 서상동 470,010-4565-8306,
러브컨츄리,0.0,0건,리뷰 10,부산 동래구 아시아드대로184번길 5-2,(지번) 사직동 58-26,010-6480-1062,
한올뜨개방,0.0,0건,리뷰 23,인천 부평구 부평대로36번길 4,(지번) 부평동 212-57,010-6480-1062,https://smartstore.naver.com/hanols
순영뜨개방,0.0,0건,리뷰 2,서울 은평구 응암로4길 22 대림시장내,(지번) 응암동 754-1,010-6480-1062,http://sunyeongtteuge.modoo.at/
바이비,0.0,0건,리뷰 1,부산 사하구 낙동남로1361번길 5,(지번) 하단동 870-248,연락처 없음,https://www.instagram.com/by.b_atelier
문경훈의뜨개방,5.0,1건,리뷰 0,전남 여수시 문수로 118,(지번) 여서동 221,061-651-2725,
기쁨뜨게방,0.0,0건,리뷰 1,충남 아산시 시민로 389 1층,(지번) 온천동 242-4,041-532-0753,http://blog.naver.com/dudeks7469
니트살롱,5.0,1건,리뷰 2,서울 송파구 가락로 212,(지번) 송파동 147,연락처 없음,http://knitsalon.co.kr/
꼼지락다락방,0.0,0건,리뷰 1,경기 수원시 권선구 세권로137번길 15,(지번) 권선동 995-10,연락처 없음,
그리고뜨다,5.0,1건,리뷰 1,경기 고양시 일산동구 무궁화로141번길 21,(지번) 정발산동 1184,연락처 없음,
바느질하는 고양이,0.0,0건,리뷰 1,부산 서구 구덕로333번길 7,(지번) 서대신동3가 387-15,연락처 없음,http://sewingcat.net/
하우스오브지원,0.0,0건,리뷰 4,경기 의정부시 평화로494번길 31 2층,(지번) 의정부동 135-25,연락처 없음,https://blog.naver.com/houseofjiwon/
타래,0.0,0건,리뷰 0,광주 남구 서문대로663번길 10-1 1층,(지번) 진월동 414-4,062-651-2521,https://blog.naver.com/tarae3636
아기자기손뜨개,0.0,0건,리뷰 6,충북 청주시 청원구 율봉로167번길 32,(지번) 율량동 806-1,043-213-1746,https://blog.naver.com/ass2292/
한올뜨개방,0.0,0건,리뷰 1,전북 익산시 고봉로36길 13-12 1층,(지번) 영등동 803-1,043-213-1746,
장미수예,0.0,0건,리뷰 1,경기 의정부시 태평로73번길 20,(지번) 의정부동 160,031-845-2339,
미미살롱,0.0,0건,리뷰 1,울산 북구 명촌10길 32,(지번) 명촌동 849-1,010-3306-2755,
바이유어핸즈,0.0,0건,리뷰 2,울산 남구 신정로37번길 47 현대하이야트 상가동,(지번) 달동 1403-1,연락처 없음,
손뜨개아지트,5.0,1건,리뷰 1,경기 성남시 분당구 성남대로 38 케이엔에프코퍼레이션 4층,(지번) 구미동 185-1,031-711-4184,http://knitagit.com/
,"D 자매작업실 미술,공예",0.0,0건,리뷰 1,(지번) 구미동 185-1,031-711-4184,
청실홍실,0.0,0건,리뷰 1,울산 남구 월평로 47,(지번) 신정동 619-15,연락처 없음,https://blog.naver.com/sine1945/
아랑수,0.0,0건,리뷰 8,서울 강서구 공항대로7길 8 연흥빌딩 2층,(지번) 공항동 25-4,02-6494-0826,http://www.ah-rhang-su.com/
세라니트,0.0,0건,리뷰 0,인천 연수구 아트센터대로 107 커낼워크D3 가을동 301동 103호,(지번) 송도동 18-1,032-858-1565,http://www.seraknit.com/
공간예술 수예점,0.0,0건,리뷰 0,경기 이천시 영창로159번길 6,(지번) 관고동 7-20,031-635-7795,
쉼표,0.0,0건,리뷰 1,경기 고양시 덕양구 화정로 53-1 글로리아 2층 208호,(지번) 화정동 967-3,연락처 없음,https://blog.naver.com/imaclove2/
니팅스튜디오 핑키미아,0.0,0건,리뷰 2,충남 당진시 북문로2길 12,(지번) 읍내동 1499,연락처 없음,http://knittingstudio.modoo.at/
엣지스튜디오,0.0,0건,리뷰 0,서울 송파구 충민로 66 가든파이브라이프 L5088,(지번) 문정동 634,연락처 없음,http://edgestudio.co.kr/
공간엔늘,0.0,0건,리뷰 6,경기 화성시 동탄치동천로3길 30 1층,(지번) 영천동 745-5,010-6391-5182,https://blog.naver.com/uma8504/
사랑뜨개방,0.0,0건,리뷰 1,인천 부평구 영성서로 7,(지번) 삼산동 128-2,연락처 없음,
얀스토리,0.0,0건,리뷰 0,경기 양평군 양평읍 백운길 12,(지번) 양평읍 공흥리 355,031-774-6654,http://blog.naver.com/cmy7913
아틀리에 니트&센트,0.0,0건,리뷰 4,충남 천안시 동남구 터미널8길 17 1층,(지번) 신부동 649,연락처 없음,https://knitscent.modoo.at/
행복한뜨개장이,0.0,0건,리뷰 0,경기 성남시 수정구 남문로31번길 1,(지번) 태평동 4303-12,031-722-2515,http://cafe.naver.com/happyknitter
니트블러썸,0.0,0건,리뷰 1,경기 용인시 수지구 신수로683번길 18,(지번) 풍덕천동 685-2,070-7543-6198,
마노,0.0,0건,리뷰 0,인천 중구 자유공원로 31,(지번) 내동 2-9,010-8760-1017,https://www.instagram.com/mano_re.jin/
