공방이름,평균별점,별점건수,리뷰건수,주소,지번주소,연락처,홈페이지
유아동목공연,0.0,0건,리뷰 0,경기 이천시 증포동 212-1,(지번) 주안동 834-5,연락처 없음,
목공제작소,0.0,0건,리뷰 0,세종특별자치시 조치원읍 으뜸길 165 1층,(지번) 조치원읍 원리 141-34,연락처 없음,
목공,0.0,0건,리뷰 0,경기 포천시 소흘읍 호국로 744,(지번) 소흘읍 송우리 61-7,031-543-0206,
영재창의목공,0.0,0건,리뷰 0,전북 군산시 대학로 70,(지번) 명산동 13-9,063-446-0901,
목공세상,0.0,0건,리뷰 0,경기 용인시 처인구 한터로170번길 8,(지번) 고림동 237,031-323-2175,
인우드목공,0.0,0건,리뷰 0,제주특별자치도 서귀포시 대정읍 중산간서로 2345,(지번) 대정읍 구억리 889-1,연락처 없음,http://cafe.naver.com/lnwood/20
경성목공구락부,0.0,0건,리뷰 0,경기 파주시 탄현면 헤이리마을길 55-49,(지번) 탄현면 법흥리 1652-168,연락처 없음,
커피나무공,0.0,0건,리뷰 1,경기 김포시 사우로9번길 48 102호,(지번) 사우동 104-7,연락처 없음,
목공방우드,0.0,0건,리뷰 6,대구 달서구 월배로14길 53 1층,(지번) 진천동 471-19,연락처 없음,http://blog.naver.com/woodclo0202
풍각나무,0.0,0건,리뷰 15,경북 청도군 풍각면 청려로 170-111,(지번) 풍각면 금곡리 927,054-373-8525,http://blog.naver.com/mangchi7304
쉼목,0.0,0건,리뷰 1,대전 동구 대전로839번길 75 2층,(지번) 중동 50-1,054-373-8525,http://blog.naver.com/bikemaker
우,5.0,2건,리뷰 12,경북 경산시 대학로 315 2층,(지번) 조영동 283-1,054-373-8525,https://www.instagram.com/woodner_woodworking
나무랄데없는목,0.0,0건,리뷰 17,세종특별자치시 아름서1길 13-4 영토빌딩 6층,(지번) 아름동 1332,010-4405-4469,http://blog.naver.com/namuralde
우디,5.0,2건,리뷰 0,대전 유성구 유성대로828번길 46 1층,(지번) 장대동 316-5,010-8232-2809,http://blog.naver.com/woodybro
파,0.0,0건,리뷰 2,부산 부산진구 전포대로 226-8 지하,(지번) 전포동 207-28,010-9871-1715,https://www.instagram.com/atelier_pies/
악토버핑,2.3,3건,리뷰 11,서울 구로구 신도림로11길 8-10,(지번) 신도림동 393-19,010-3091-1569,http://cscz.blog.me/
여락목,0.0,0건,리뷰 1,부산 북구 만덕3로16번길 54,(지번) 덕천동 404-7,010-9666-4623,http://ollto.com/
우드워크라,0.0,0건,리뷰 8,울산 울주군 두서면 상선필길 148,(지번) 두서면 인보리 994-2,연락처 없음,https://www.instagram.com/tosil_kim/
레아DIY목,5.0,3건,리뷰 0,부산 부산진구 전포대로210번길 38,(지번) 전포동 334-40,010-5556-8871,http://blog.naver.com/lea-diy
빈체레목,0.0,0건,리뷰 3,경기 평택시 유천2길 21-6,(지번) 합정동 172,031-658-0809,
스튜디오,0.0,0건,리뷰 1,경기 용인시 수지구 성복2로76번길 25-13,(지번) 성복동 744-1,031-658-0809,https://www.instagram.com/studio__crack
쓰임목,0.0,0건,리뷰 6,인천 계양구 계양대로205번길 11-10 지하 1층,(지번) 계산동 942-21,연락처 없음,https://blog.naver.com/ss_im2018/
목공방 나,0.0,0건,리뷰 2,서울 마포구 광성로6길 76,(지번) 대흥동 325-25,연락처 없음,http://blog.naver.com/oyn5040
키논 서,5.0,1건,리뷰 0,서울 종로구 옥인2길 6 1층,(지번) 누상동 49,연락처 없음,http://www.kinon.co.kr/
가구,0.0,0건,리뷰 2,서울 영등포구 여의대방로70길 7,(지번) 여의도동 53-2,010-9969-7474,
나무n,0.0,0건,리뷰 27,경기 남양주시 경강로294번길 23,(지번) 삼패동 316-4,010-3306-6785,https://blog.naver.com/ohminhwan/
충북DIY가구협동,5.0,1건,리뷰 3,충북 청주시 청원구 내수읍 도원세교로 191 1층,(지번) 내수읍 덕암리 347-1,043-215-2646,http://cbdiy.qrsvc.com/
창사랑목,0.0,0건,리뷰 1,서울 서대문구 가재울로6길 53-59 2층,(지번) 남가좌동 346-1,연락처 없음,https://changsarang.modoo.at/
나무,0.0,0건,리뷰 3,경기 용인시 처인구 포곡읍 포곡로246번길 19 1층,(지번) 포곡읍 삼계리 545-1,연락처 없음,https://www.instagram.com/namu.sj/
금어당 목,0.0,0건,리뷰 1,전북 전주시 덕진구 장동 494-5,,연락처 없음,http://cafe.daum.net/neulsomkkon
나무수,0.0,0건,리뷰 3,경기 부천시 상일로145번길 34,(지번) 상동 424-10,070-8773-2963,https://namusoo.modoo.at/
모르공방,0.0,0건,리뷰 2,인천 남동구 백범로297번길 18 모던하우스 1층 101호,(지번) 간석동 24-2,070-8773-2963,https://www.instagram.com/mo.re_woodstudio
군산목,0.0,0건,리뷰 1,전북 군산시 신평길 25,(지번) 지곡동 562-7,010-2634-5100,
수담,0.0,0건,리뷰 3,경기 용인시 기흥구 서천동로43번길 9-1,(지번) 서천동 778-5,연락처 없음,
헤펠레목공방 수,0.0,0건,리뷰 0,경기 용인시 수지구 신봉1로 114 1층,(지번) 신봉동 126-1,031-266-6319,
업앤드림나무공,0.0,0건,리뷰 1,광주 광산구 산월로41번길 13,(지번) 월계동 850-10,연락처 없음,
울산화랑,0.0,0건,리뷰 0,울산 북구 호계3길 17-11 호계공설시장 12호,(지번) 호계동 869-1,연락처 없음,
카페고욤,4.3,6건,리뷰 16,세종특별자치시 마음로 231 2층,(지번) 고운동 1039,연락처 없음,http://koyom.kr/
청주목공방 나,0.0,0건,리뷰 0,충북 청주시 흥덕구 진재로55번길 31-4,(지번) 복대1동 2500,043-239-7701,http://cafe.naver.com/namumiso
나무20,0.0,0건,리뷰 1,전북 정읍시 내장산로 206,(지번) 금붕동 249,063-536-8100,
카페아모,0.0,0건,리뷰 5,경기 파주시 조리읍 문원길 217-3,(지번) 조리읍 대원리 262-13,연락처 없음,
