공방이름,평균별점,별점건수,리뷰건수,주소,지번주소,연락처,홈페이지
제주유리박,2.5,21건,리뷰 32,제주특별자치도 서귀포시 중산간서로 1403,(지번) 상예동 4303,032-885-6262,http://www.glassmuseum.co.kr/
청주공예비엔,3.5,3건,리뷰 23,충북 청주시 청원구 상당로 314,(지번) 내덕동 201-1,032-885-6262,http://www.okcj.org/
신대흥유리창호 유,0.0,0건,리뷰 0,경기 광주시 초월읍 두월길 61,(지번) 초월읍 신월리 538,031-767-7822,
유리정원,5.0,1건,리뷰 2,부산 부산진구 전포대로255번길 29 전포상가 A동 2층 201호,(지번) 전포동 654-4,010-2942-0407,https://blog.naver.com/banana1404
유리공방오오,0.0,0건,리뷰 7,경기 수원시 팔달구 정조로 857 1층,(지번) 신풍동 198-2,010-2942-0407,
유리공장,0.0,0건,리뷰 1,강원 원주시 천사로 138-2,(지번) 일산동 264-55,010-2942-0407,https://www.instagram.com/glass_factory_/
유리마루공방,0.0,0건,리뷰 1,충북 청주시 청원구 상당로 314 문화제조창C 4층 공방 4호,(지번) 내덕동 201-1,연락처 없음,https://blog.naver.com/artist334/
유리와,0.0,0건,리뷰 2,서울 양천구 은행정로4길 9 2층,(지번) 신정동 1019-16,연락처 없음,
공예소리디자인 유,0.0,0건,리뷰 0,전남 나주시 성북1길 11-8,(지번) 성북동 149,연락처 없음,
이상원미술관 유리공방,0.0,0건,리뷰 2,강원 춘천시 사북면 화악지암길 99,(지번) 사북면 지암리 587,연락처 없음,http://www.lswmuseum.com/
이상원미,4.2,17건,리뷰 133,강원 춘천시 사북면 화악지암길 99,(지번) 사북면 지암리 587,연락처 없음,http://www.lswmuseum.com/
휘닉스제주섭지코지 유민미,3.2,22건,리뷰 83,제주특별자치도 서귀포시 성산읍 섭지코지로 107,(지번) 성산읍 고성리 21,연락처 없음,https://phoenixhnr.co.kr/static/jeju/architecture/yuminart
코엑스 ,4.0,1건,리뷰 158,서울 강남구 영동대로 513 본관 3층,(지번) 삼성동 159,02-6000-0114,http://www.coex.co.kr/
서울새활용플라,3.0,4건,리뷰 38,서울 성동구 자동차시장길 49,(지번) 용답동 250-14,02-6000-0114,http://seoulup.or.kr/
바름공방,0.0,0건,리뷰 13,대구 중구 교동1길 22 1층,(지번) 교동 59,02-6000-0114,https://blog.naver.com/skyyks111/
서문광고기,0.0,0건,리뷰 0,대구 중구 국채보상로93길 26,(지번) 대신동 77,053-554-5166,
장항도시탐험,3.0,4건,리뷰 34,충남 서천군 장항읍 장항로161번길 27,(지번) 장항읍 창선2리 632-26,연락처 없음,
해오름예술촌,3.4,13건,리뷰 28,경남 남해군 삼동면 동부대로 995,(지번) 삼동면 물건리 565-4,055-867-0706,http://cafe.daum.net/sunupart
화이트블럭 천안창,0.0,0건,리뷰 1,충남 천안시 동남구 광덕면 광풍로 315,(지번) 광덕면 광덕리 174,041-414-4464,http://whiteblock.org/
투제이아틀리에,0.0,0건,리뷰 7,대구 남구 대봉로26길 18,(지번) 이천동 255-16,010-2379-3086,
우유리,0.0,0건,리뷰 2,서울 광진구 능동로 443 3층,(지번) 중곡동 169-41,연락처 없음,https://www.instagram.com/ooh.yuri_official/
오브유,0.0,0건,리뷰 18,서울 성동구 왕십리로 66-33 2층,(지번) 성수동1가 656-471,연락처 없음,http://www.ofyou.kr/
벼림금속공방,5.0,1건,리뷰 8,경북 포항시 북구 삼호로265번길 23 1층,(지번) 두호동 856,010-9449-2297,https://www.instagram.com/ph_silversmith/
예올 북촌,3.0,1건,리뷰 1,서울 종로구 북촌로 50-1,(지번) 가회동 177-7,연락처 없음,
플로썸,0.0,0건,리뷰 3,서울 마포구 성미산로32길 20-5 1층,(지번) 연남동 239-34,연락처 없음,http://blog.naver.com/plossom_atelier
곡성아트빌리지 시그나,0.0,0건,리뷰 2,전남 곡성군 오곡면 섬진강로 1455,(지번) 오곡면 송정리 81-3,연락처 없음,
오롯이,0.0,0건,리뷰 1,경남 양산시 양주5길 30,(지번) 중부동 669-1,055-366-8268,
꽃향,0.0,0건,리뷰 0,울산 중구 중앙1길 10-2 2층,(지번) 성남동 85-11,연락처 없음,https://www.instagram.com/ggothyang_glass_art/
유리연 ,0.0,0건,리뷰 3,광주 북구 서강로62번길 35 1층,(지번) 운암동 928-25,010-3592-3245,http://www.instagram.com/glass_yeon
도도글라스,1.0,1건,리뷰 1,서울 마포구 희우정로10길 35 1층,(지번) 망원동 395-20,연락처 없음,http://blog.naver.com/bads123
유어리듬,0.0,0건,리뷰 1,경남 창원시 마산회원구 내서읍 호원로 190 3층,(지번) 내서읍 중리 390-1,연락처 없음,http://www.instagram.com/you_r_hythm
공간샵,0.0,0건,리뷰 1,인천 부평구 길주로595번길 7-6,(지번) 갈산동 394-8,연락처 없음,https://www.instagram.com/gonggan_sharp/
빛방울 작업실,0.0,0건,리뷰 1,광주 서구 금화로115번길 12,(지번) 금호동 770,연락처 없음,
디오션라이트하우스,0.0,0건,리뷰 2,경기 안산시 상록구 광덕산안길 2 103호,(지번) 월피동 517-8,연락처 없음,http://instagram.com/theoceanlighthouse
라빠브리카,0.0,0건,리뷰 1,경남 진주시 호탄길28번길 13 1층,(지번) 호탄동 641-3,연락처 없음,http://www.instagram.com/lafa_brica
요선법흥문화체험,0.0,0건,리뷰 1,강원 영월군 무릉도원면 무릉법흥로 1050-14,(지번) 무릉도원면 법흥리 83-3,연락처 없음,https://yosunbill.modoo.at/
문화예술플랫폼 스테이션,0.0,0건,리뷰 4,경기 안산시 단원구 고잔동 289-2,,연락처 없음,
물글라스,0.0,1건,리뷰 0,경남 창원시 마산합포구 오동서6길 16-8,(지번) 중성동 136,070-4642-6279,http://moolglass.blog.me/
담글라스아트,0.0,0건,리뷰 1,충남 공주시 의당면 의당로 857-35,(지번) 의당면 월곡리 298-1,010-5176-0620,http://www.damglassart.com/
디울리글라스,0.0,0건,리뷰 7,서울 노원구 동일로174길 27 서울여성공예센터 더아리움 208호,(지번) 공릉동 622,010-4047-7791,https://blog.naver.com/deulyjewerly/
데코라티브,0.0,0건,리뷰 2,서울 영등포구 영등포로13길 14 4층,(지번) 양평동1가 148-8,010-4047-7791,http://decoratif.kr/
데이앤라이트,0.0,0건,리뷰 1,경기 고양시 일산서구 탄중로 111 1-에이동 105호,(지번) 덕이동 263-19,010-4909-6264,https://www.instagram.com/dayandlight_ilsan
유리알공방,0.0,0건,리뷰 4,전북 군산시 구영1길 37-1,(지번) 금동 76-4,010-7177-1778,
나크와이,0.0,0건,리뷰 0,경기 시흥시 미산로143번길 39-2 동진유리공예 1층,(지번) 미산동 327-1,031-313-2132,
한일카타,0.0,0건,리뷰 0,경기 시흥시 미산로143번길 39-2 동진유리공예 B동,(지번) 미산동 327-1,031-435-5793,http://blog.naver.com/sea_legend77
얼스랩아틀리에,0.0,0건,리뷰 1,서울 강동구 올림픽로91길 30 상가 220호,(지번) 암사동 675,연락처 없음,https://www.instagram.com/earth_lab_atelier/
