공방이름,평균별점,별점건수,리뷰건수,주소,지번주소,연락처,홈페이지
위미상회,0.0,0건,리뷰 1,제주특별자치도 서귀포시 남원읍 태위로 90,(지번) 남원읍 위미리 3163-1,연락처 없음,
반지마을 제주1호점,5.0,1건,리뷰 3,제주특별자치도 제주시 월성로4길 17 3층,(지번) 용담이동 2761-1,연락처 없음,http://www.banjimaeul.com/
핸즈웍스,0.0,0건,리뷰 1,제주특별자치도 제주시 한림읍 귀덕로 78,(지번) 한림읍 귀덕리 756,064-744-0699,http://blog.naver.com/wingduck_911
모모공방상점,5.0,1건,리뷰 1,제주특별자치도 제주시 애월읍 납읍로2길 34,(지번) 애월읍 납읍리 1527-1,연락처 없음,https://www.instagram.com/soogi1203/
이호캔들,0.0,0건,리뷰 4,제주특별자치도 제주시 서해안로 66,(지번) 이호일동 369,연락처 없음,
헤펠레목공방 제주아,0.0,0건,리뷰 0,제주특별자치도 제주시 금천길 15-18,(지번) 아라이동 961-3,064-722-6851,http://blog.naver.com/navyjc
제주영 도예공방,5.0,3건,리뷰 0,제주특별자치도 서귀포시 서호중앙로 55 A동 307호,(지번) 서호동 1605,0505-1387-8013,
부미,5.0,1건,리뷰 0,제주특별자치도 제주시 도령로 192 1층,(지번) 연동 2526-6,연락처 없음,
화인아트,5.0,7건,리뷰 0,제주특별자치도 제주시 오라로10길 16-11,(지번) 오라이동 2162-6,064-721-0100,
아토도예공방,0.0,0건,리뷰 1,제주특별자치도 서귀포시 남성로 134-1,(지번) 서홍동 744-3,010-7102-9951,https://www.instagram.com/artoceramicfactory/
인제액자거울,5.0,3건,리뷰 0,제주특별자치도 제주시 동광로 88,(지번) 이도2동 315-20,010-7102-9951,
시절십자수,0.0,0건,리뷰 0,제주특별자치도 제주시 연삼로 626,(지번) 건입동 30-2,064-752-8647,
네모나라목공,0.0,0건,리뷰 0,제주특별자치도 제주시 백포남길 6,(지번) 이호이동 208-1,010-3540-4620,
더갤러,0.0,0건,리뷰 1,제주특별자치도 제주시 조천읍 남조로 1717-36,(지번) 조천읍 교래리 188-8,연락처 없음,
,D 가인GALLERY 화랑,0.0,0건,리뷰 0,(지번) 조천읍 교래리 188-8,연락처 없음,
공방하루반,5.0,3건,리뷰 1,제주특별자치도 제주시 구좌읍 월정7길 42-6 1층,(지번) 구좌읍 월정리 52,연락처 없음,http://instagram.com/haru_barn.official
꿈,0.0,0건,리뷰 0,제주특별자치도 제주시 남성로 142,(지번) 삼도2동 801-1,연락처 없음,
파랑숲,5.0,1건,리뷰 2,제주특별자치도 제주시 구좌읍 구좌해안로 210,(지번) 구좌읍 김녕리 4221,010-3708-0273,http://www.parangforest.com/
연이네다락방,0.0,0건,리뷰 1,제주특별자치도 제주시 구좌읍 동복로 56-3,(지번) 구좌읍 동복리 1477-1,연락처 없음,https://smartstore.naver.com/yeonsattic
화잠레더,0.0,0건,리뷰 3,제주특별자치도 서귀포시 동홍서로96번길 16 1층,(지번) 동홍동 109-3,연락처 없음,https://blog.naver.com/h4942636
유럽풍십자수,0.0,0건,리뷰 1,제주특별자치도 제주시 인다6길 54,(지번) 아라일동 6115-5,064-784-3272,
아뜰리에효,0.0,0건,리뷰 2,제주특별자치도 제주시 남광로2길 39-26,(지번) 이도이동 1980-1,연락처 없음,https://blog.naver.com/sl0220
갤러리,0.0,0건,리뷰 0,제주특별자치도 제주시 신성로6길 29,(지번) 도남동 842,064-711-1262,
제주푸른바다캔들,0.0,0건,리뷰 9,제주특별자치도 제주시 애월읍 애월로10길 7 1층,(지번) 애월읍 애월리 1616-3,010-2033-8112,https://blog.naver.com/hiocom/
소란가죽공방,0.0,0건,리뷰 1,제주특별자치도 제주시 연북로 585,(지번) 이도2동 1986-14,064-755-3272,http://blog.naver.com/rain1978
목화수예점,0.0,0건,리뷰 0,제주특별자치도 제주시 중앙로24길 1,(지번) 삼도2동 1241-2,064-752-4814,
바바센트,5.0,1건,리뷰 5,제주특별자치도 제주시 구남동1길 32,(지번) 이도이동 1974-14,064-752-4814,
미띠뽀,5.0,3건,리뷰 4,제주특별자치도 서귀포시 신서귀로 3 동남상가 2층,(지번) 법환동 748-1,연락처 없음,http://blog.naver.com/dodanto630
연,0.0,0건,리뷰 0,제주특별자치도 제주시 연북로 583,(지번) 이도2동 1986-13,연락처 없음,https://blog.naver.com/yeon5577
그래도감성공방,5.0,1건,리뷰 0,제주특별자치도 서귀포시 남원읍 태위로 81-1,(지번) 남원읍 위미리 3193-9,연락처 없음,https://blog.naver.com/cozybuddy333
콩생이,0.0,0건,리뷰 0,제주특별자치도 제주시 월광로 44 1층,(지번) 노형동 2889,연락처 없음,
혜랑채,0.0,0건,리뷰 1,제주특별자치도 제주시 구좌읍 평대2길 39-47,(지번) 구좌읍 평대리 1962-1,연락처 없음,
보석십자수 신제주지점,0.0,0건,리뷰 0,제주특별자치도 제주시 수덕11길 40,(지번) 노형동 2529-2,010-9171-1322,
해피맘하우스,0.0,0건,리뷰 3,제주특별자치도 제주시 애월읍 곽지1길 26-7,(지번) 애월읍 곽지리 1581-7,064-799-6222,http://www.jejudoll.com/
예솔,5.0,2건,리뷰 0,제주특별자치도 제주시 서사로 81,(지번) 삼도2동 595-6,064-752-8916,
구름두리,5.0,3건,리뷰 0,제주특별자치도 서귀포시 중정로61번길 20 1층,(지번) 서귀동 276-19,064-752-8916,https://goormdoori1.shopby.co.kr/
바람담은도자기공,0.0,0건,리뷰 1,제주특별자치도 제주시 애월읍 중산간서로 6703-11 제일빌리지 D동 1층 105호,(지번) 애월읍 광령리 1495-1,010-2775-3116,https://www.instagram.com/badam_pottery/
핸드메이드라이프,5.0,3건,리뷰 6,제주특별자치도 서귀포시 대정읍 상모로 256,(지번) 대정읍 상모리 3169-1,연락처 없음,https://www.instagram.com/handmadelife79/
아트2000,3.0,2건,리뷰 0,제주특별자치도 제주시 월랑북3길 17,(지번) 노형동 1021-4,연락처 없음,http://www.jejuart2000.blog.me/
민속,0.0,0건,리뷰 0,제주특별자치도 제주시 남성로 85,(지번) 용담1동 237-8,064-753-8053,
지문선의 보자기마음,0.0,0건,리뷰 14,제주특별자치도 제주시 조천읍 신촌리 2591-6,,연락처 없음,https://blog.naver.com/bojagiart
봄의손메,0.0,0건,리뷰 2,제주특별자치도 제주시 대원길 49 B동,(지번) 아라일동 2830-4,070-8872-1596,https://www.instagram.com/bomesonme
행복공방에치비,0.0,0건,리뷰 1,제주특별자치도 서귀포시 중산간서로 188,(지번) 강정동 5628,연락처 없음,https://blog.naver.com/mhc022012
수노아프랑스자수,0.0,0건,리뷰 0,제주특별자치도 서귀포시 동홍로 98,(지번) 동홍동 511-23,064-762-0136,
,"D 바늘쟁이 미술,공예",0.0,0건,리뷰 0,(지번) 동홍동 511-23,064-762-0136,
오로르,0.0,0건,리뷰 0,제주특별자치도 제주시 아란서길 101-2,(지번) 아라일동 6063-1,연락처 없음,
모던액자,0.0,0건,리뷰 0,제주특별자치도 제주시 탑동로5길 14,(지번) 삼도2동 1174-11,064-758-7171,
에이팩토리커피,3.0,3건,리뷰 19,제주특별자치도 제주시 탑동로 11,(지번) 삼도2동 1192-17,064-702-2926,
아코에공방 수예점,0.0,0건,리뷰 0,제주특별자치도 제주시 신설로11길 53,(지번) 이도2동 1955-2,064-727-5878,
반지마을 제주2호점,1.0,1건,리뷰 5,제주특별자치도 서귀포시 안덕면 사계북로41번길 189,(지번) 안덕면 사계리 1036,064-727-5878,http://banjlmaeulsanbangsan.modoo.at/
자매작업실,0.0,0건,리뷰 1,제주특별자치도 제주시 연삼로 454 2층,(지번) 이도이동 397-5,010-8682-0106,
고,0.0,0건,리뷰 0,제주특별자치도 제주시 노형로 337,(지번) 노형동 2519-23,064-744-5644,http://sb.wazzang.net/0647445644/
마마메이드,0.0,0건,리뷰 0,제주특별자치도 제주시 화삼북로 40 2층,(지번) 화북일동 1004-1,064-702-5945,
손방둥이,0.0,0건,리뷰 2,제주특별자치도 제주시 진군남2길 10-4 101호,(지번) 노형동 1553,070-4038-2947,http://blog.naver.com/son-bang
제품 제주를품다,4.0,2건,리뷰 0,제주특별자치도 제주시 한경면 연명로 386 1층,(지번) 한경면 청수리 157-3,070-7774-9044,http://instagram.com/_jepoom
아름데이솝,0.0,0건,리뷰 19,제주특별자치도 제주시 애월읍 하귀9길 54-5 2층,(지번) 애월읍 하귀1리 162-2,010-7695-5959,https://blog.naver.com/7youlolo
바람,5.0,3건,리뷰 4,제주특별자치도 제주시 구좌읍 월정1길 46-9,(지번) 구좌읍 월정리 454,연락처 없음,https://www.facebook.com/Vharam-%EB%B0%94%EB%9E%8C-775958522584965/
공간사랑,0.0,0건,리뷰 0,제주특별자치도 제주시 서사로 160,(지번) 오라일동 2449-2,064-757-4638,
라이공방,0.0,0건,리뷰 35,제주특별자치도 제주시 서해안로 342 1층 카페도두 내,(지번) 도두이동 705-1,010-4993-6794,https://blog.naver.com/cscs0319
,"D 예향화랑 액자,표구",1.0,1건,리뷰 0,(지번) 도두이동 705-1,010-4993-6794,http://www.jejuyehyang.co.kr/
제주팩토리,0.0,0건,리뷰 1,제주특별자치도 제주시 월광로 140 2층 202호,(지번) 노형동 2574-2,연락처 없음,https://blog.naver.com/hand_green
비누박사,0.0,0건,리뷰 2,제주특별자치도 제주시 한림읍 금능남로 411,(지번) 한림읍 금능리 372-1,064-772-5886,
율13,0.0,0건,리뷰 0,제주특별자치도 서귀포시 안덕면 난드르로 13,(지번) 안덕면 창천리 815-7,064-739-1311,
아이리스십자수,0.0,0건,리뷰 0,제주특별자치도 제주시 국기로3길 5-11,(지번) 연동 1501-2,064-721-0010,
헬로반디,5.0,4건,리뷰 4,제주특별자치도 제주시 한경면 청수동8길 4,(지번) 한경면 청수리 745-1,064-721-0010,
비즈마마,3.0,1건,리뷰 2,제주특별자치도 제주시 구좌읍 중산간동로 2274,(지번) 구좌읍 송당리 1467-1,연락처 없음,
림드로우 그,0.0,0건,리뷰 0,제주특별자치도 제주시 구좌읍 세화8길 7,(지번) 구좌읍 세화리 1318-3,연락처 없음,http://www.rimdraw.com/
섬섬옥수,0.0,0건,리뷰 3,제주특별자치도 제주시 고사마루길 106 1층,(지번) 노형동 2043-3,010-2696-0958,https://instagram.com/sumsum_ocksu
느리게가게,4.5,6건,리뷰 2,제주특별자치도 제주시 조천읍 신촌북3길 1,(지번) 조천읍 신촌리 2202-1,010-2696-0958,http://www.instagram.com/slowshop_jeju
나무사랑,0.0,0건,리뷰 0,제주특별자치도 제주시 죽성서길 71,(지번) 오등동 934,010-9966-6505,https://blog.naver.com/mytreelove
몸냥공작소,0.0,0건,리뷰 0,제주특별자치도 제주시 애월읍 하소로 595,(지번) 애월읍 유수암리 2503-1,010-9966-6505,https://www.instagram.com/momnyang595/
향기다움,5.0,1건,리뷰 3,제주특별자치도 서귀포시 표선면 표선관정로 10,(지번) 표선면 표선리 2059-8,연락처 없음,https://www.instagram.com/hyanggidaum/
이하미술공방,0.0,0건,리뷰 14,제주특별자치도 제주시 남광북3길 14 2층,(지번) 이도이동 1078,010-7405-0226,http://blog.naver.com/hyr02166
노꼬메공방,5.0,1건,리뷰 0,제주특별자치도 제주시 동문로21길 19-2 1층,(지번) 건입동 1043-2,연락처 없음,https://www.instagram.com/nokome78/
,D 하올람메이커스 목공예,0.0,0건,리뷰 0,(지번) 건입동 1043-2,연락처 없음,http://www.haolammakers.com/
아우르다,5.0,1건,리뷰 3,제주특별자치도 제주시 수덕5길 85-3,(지번) 노형동 2594-4,연락처 없음,https://www.instagram.com/aurda_/
더온도자기공방,0.0,0건,리뷰 0,제주특별자치도 서귀포시 안덕면 일주서로 1613-54 1층,(지번) 안덕면 화순리 174-1,010-3696-6084,https://theontheon.modoo.at/
시,0.0,0건,리뷰 0,제주특별자치도 제주시 중앙로 119,(지번) 이도1동 1567-1,064-752-6993,
,0.0,0건,리뷰 0,제주특별자치도 제주시 일도2동 341-34,(지번) 이도1동 1567-1,연락처 없음,
어쉘,0.0,0건,리뷰 0,제주특별자치도 서귀포시 하예하동로21번길 14,(지번) 하예동 1737-1,연락처 없음,
저,0.0,0건,리뷰 0,제주특별자치도 제주시 한경면 중산간서로 3674-1,(지번) 한경면 저지리 1859-1,연락처 없음,
메모아,5.0,1건,리뷰 0,제주특별자치도 제주시 대원길 49,(지번) 아라일동 2830-4,연락처 없음,http://memoire.co.kr/
비누공방 소낭,5.0,4건,리뷰 0,제주특별자치도 제주시 조천읍 함와로 566-27 스위스마을 107동 1층,(지번) 조천읍 와산리 1559-18,연락처 없음,https://www.instagram.com/sonang_soap/
,0.0,0건,리뷰 0,제주특별자치도 제주시 조천읍 남조로 2023,(지번) 조천읍 교래리 산 119,064-727-7790,
모록밭목공,0.0,0건,리뷰 0,제주특별자치도 서귀포시 안덕면 병악로 421,(지번) 안덕면 상천리 470-2,연락처 없음,
목공방우리,0.0,0건,리뷰 0,제주특별자치도 서귀포시 남원읍 태위로940번길 12-2 1층,(지번) 남원읍 태흥리 495-6,064-764-8086,
갤러,5.0,1건,리뷰 0,제주특별자치도 제주시 한림읍 명재로 38-42,(지번) 한림읍 협재리 1181-4,연락처 없음,
다니엘스토리,0.0,0건,리뷰 0,제주특별자치도 제주시 무근성1길 16,(지번) 삼도2동 1133,연락처 없음,
제,0.0,0건,리뷰 0,제주특별자치도 서귀포시 효돈로 94 1층,(지번) 신효동 1121-2,연락처 없음,
,"D ARA도예 미술,공예",0.0,0건,리뷰 0,(지번) 신효동 1121-2,연락처 없음,
퀸뜨개방,0.0,0건,리뷰 0,제주특별자치도 제주시 우령서로 57 갤럭시타운 B101호,(지번) 외도일동 534-1,064-713-1420,
그레이스톤,0.0,0건,리뷰 5,제주특별자치도 서귀포시 쇠소깍로 151-10 2층,(지번) 하효동 1028-3,010-9922-1635,https://blog.naver.com/graystone151
재주그림관,0.0,0건,리뷰 0,제주특별자치도 제주시 조천읍 함덕남10길 57 B동 1층,(지번) 조천읍 함덕리 72-14,010-9922-1635,https://www.instagram.com/_jiiiiiiiiin/
웨어하우스,0.0,0건,리뷰 0,제주특별자치도 서귀포시 성산읍 신산중앙로 36,(지번) 성산읍 신산리 436,010-9922-1635,https://www.instagram.com/_warehaus/
퀼트인,0.0,0건,리뷰 0,제주특별자치도 제주시 수덕9길 41,(지번) 노형동 2613-6,064-747-4522,
,5.0,3건,리뷰 0,제주특별자치도 제주시 월랑로 62,(지번) 노형동 1243-13,064-747-4522,https://www.instagram.com/nanggallery
블리스제주,0.0,0건,리뷰 0,제주특별자치도 제주시 고마로15길 27 1층,(지번) 일도이동 370-19,064-757-2014,
공방노아,5.0,2건,리뷰 0,제주특별자치도 제주시 애월읍 번대동2길 24-17,(지번) 애월읍 수산리 668-1,064-757-2014,https://www.instagram.com/pottery_noa/
나무로제주목,0.0,0건,리뷰 0,제주특별자치도 제주시 구좌읍 평대9길 13,(지번) 구좌읍 평대리 468-21,연락처 없음,http://instagram.com/namuro.jeju
반지여행 제주노형점,0.0,0건,리뷰 0,제주특별자치도 제주시 원노형5길 7 영재주택 1층,(지번) 노형동 908-1,연락처 없음,
봉쥬르봉봉,0.0,0건,리뷰 2,제주특별자치도 제주시 한림읍 한림로 408-2,(지번) 한림읍 협재리 1587,연락처 없음,http://www.instagram.com/bonjour_bon_bon
차르르,0.0,0건,리뷰 1,제주특별자치도 서귀포시 천제연로 295 3호,(지번) 대포동 724-1,연락처 없음,http://www.instagram.com/charr_charr_charr/
멘글앙,5.0,1건,리뷰 1,제주특별자치도 제주시 인다5길 11-7 1층 102호,(지번) 아라일동 6112-16,연락처 없음,https://blog.naver.com/atrantys
제주n세미공방,0.0,0건,리뷰 0,제주특별자치도 제주시 국기로 19 2층,(지번) 연동 1497,연락처 없음,http://www.instagram.com/semi_studio
핸드아트제주,0.0,0건,리뷰 1,제주특별자치도 제주시 조천읍 함덕서1길 7,(지번) 조천읍 함덕리 2943-9,010-3933-7300,
감수다,5.0,1건,리뷰 0,제주특별자치도 제주시 한림읍 월림9길 9,(지번) 한림읍 월림리 2099-2,연락처 없음,http://blog.naver.com/gozilla75
퀼트하우스,0.0,0건,리뷰 0,제주특별자치도 제주시 수덕9길 59-7,(지번) 노형동 2525-4,연락처 없음,
인형만들기체험장,0.0,0건,리뷰 1,제주특별자치도 제주시 애월읍 곽지1길 26-7,(지번) 애월읍 곽지리 1581-7,064-799-6222,
이로이로공방,5.0,1건,리뷰 2,제주특별자치도 제주시 구좌읍 하도7길 16-11,(지번) 구좌읍 하도리 1249,0507-1423-0729,http://iroiro.one/
거암,5.0,1건,리뷰 0,제주특별자치도 제주시 연수로 5,(지번) 일도2동 59-4,064-751-2080,
조앤홈,0.0,0건,리뷰 0,제주특별자치도 제주시 인다13길 61 1층,(지번) 아라일동 6125-7,연락처 없음,
바이맹작업실,5.0,1건,리뷰 0,제주특별자치도 서귀포시 중정로 1,(지번) 서귀동 323-19,연락처 없음,http://blog.naver.com/boradoriim
한담스토리,3.0,1건,리뷰 4,제주특별자치도 제주시 애월읍 애월로1길 3,(지번) 애월읍 애월리 2483,연락처 없음,
곱뜨락아띠,0.0,0건,리뷰 1,제주특별자치도 서귀포시 안덕면 사계중앙로3번길 22,(지번) 안덕면 사계리 2266-1,010-9145-0002,https://blog.naver.com/g_atti
레진,0.0,0건,리뷰 0,제주특별자치도 서귀포시 중산간동로 8037,(지번) 서홍동 256-2,010-4748-7488,https://www.instagram.com/resinwood_jeju/
은공소,0.0,0건,리뷰 0,제주특별자치도 서귀포시 남원읍 태위로 247 1층,(지번) 남원읍 위미리 940,연락처 없음,http://engongso.modoo.at/
니들코티지,0.0,0건,리뷰 0,제주특별자치도 제주시 노형3길 6-10,(지번) 노형동 3804-5,연락처 없음,https://www.instagram.com/needle_cottage/
페인팅마수리 제주마카쥬야,5.0,2건,리뷰 0,제주특별자치도 제주시 한라대학로 86,(지번) 노형동 1561-4,연락처 없음,https://www.instagram.com/painting_masuri
셀피쉬,5.0,1건,리뷰 3,제주특별자치도 제주시 조천읍 조천7길 25 1층,(지번) 조천읍 조천리 2422-2,연락처 없음,http://www.instagram.com/selfishwood_jeju
곱들락손글씨,0.0,0건,리뷰 0,제주특별자치도 제주시 구남동2길 29,(지번) 이도2동 2002-14,064-756-7674,
요보록소보록,0.0,0건,리뷰 0,제주특별자치도 제주시 관덕로6길 16,(지번) 삼도2동 927-2,064-721-7041,http://cf7041a.allthru.kr/
그리고일랑,5.0,1건,리뷰 3,제주특별자치도 제주시 구좌읍 계룡길 34,(지번) 구좌읍 한동리 10-30,064-721-7041,
나무그림목,0.0,0건,리뷰 0,제주특별자치도 제주시 조천읍 신와로 158,(지번) 조천읍 신촌리 1350-4,연락처 없음,http://blog.naver.com/wooddrawing
백제표구아트,0.0,0건,리뷰 0,제주특별자치도 제주시 성지로 73,(지번) 일도1동 1048-8,064-757-3323,
소도리공방,5.0,1건,리뷰 0,제주특별자치도 제주시 애월읍 장소로 88,(지번) 애월읍 장전리 1595-1,064-757-3323,
퀼트맘,0.0,0건,리뷰 0,제주특별자치도 서귀포시 동홍로 55,(지번) 동홍동 447-32,064-733-3322,
우리사이,0.0,0건,리뷰 1,제주특별자치도 제주시 조천읍 함와로 566-29 제주조천스위스마을 214동,(지번) 조천읍 와산리 1559-1,070-7767-3932,https://www.woori-sai.com/
브리얀떼플라워&캔들,0.0,0건,리뷰 1,제주특별자치도 제주시 과원로 18-1 1층,(지번) 노형동 59,010-6716-0365,http://www.instagram.com/brillante197
겁먹지마 그다지멀지않아,0.0,0건,리뷰 2,제주특별자치도 제주시 한경면 고산로 29,(지번) 한경면 고산리 2206-3,010-6716-0365,http://blog.naver.com/kokkiri_hand
블루제주솝,0.0,0건,리뷰 3,제주특별자치도 제주시 우정로15길 48,(지번) 외도일동 529-1,010-2598-4228,https://blog.naver.com/lsmlsm72
신용공,0.0,0건,리뷰 0,제주특별자치도 제주시 도련이동 566-3,(지번) 외도일동 529-1,연락처 없음,
파티오쿠진아트랩,0.0,0건,리뷰 0,제주특별자치도 제주시 아란서길 101-2 세인트빌 103호,(지번) 아라일동 6063-1,010-3496-3657,https://blog.naver.com/k2bora
유리멘탈스튜디오,0.0,0건,리뷰 0,제주특별자치도 제주시 한경면 낙수로 12,(지번) 한경면 조수리 1464-8,연락처 없음,https://instagram.com/jaemy_jeju
힘멜바움 원목가구공방,0.0,0건,리뷰 0,제주특별자치도 제주시 오등14길 8 1층,(지번) 오등동 621-3,연락처 없음,
,"D 서준공방 미술,공예",0.0,0건,리뷰 1,(지번) 오등동 621-3,연락처 없음,
연원도예공방,0.0,0건,리뷰 0,제주특별자치도 제주시 조천읍 함덕남4길 131,(지번) 조천읍 함덕리 728,연락처 없음,
서사라,0.0,0건,리뷰 0,제주특별자치도 제주시 서사로 91,(지번) 삼도1동 539,064-723-3658,
윤스손뜨개,0.0,0건,리뷰 0,제주특별자치도 제주시 신성로 91 성환상가 1층 15호,(지번) 도남동 923-13,064-722-2286,https://blog.naver.com/yoonknit
유럽풍십자수 서귀포점,0.0,0건,리뷰 0,제주특별자치도 서귀포시 서문로 8,(지번) 서귀동 300-10,064-733-6372,
루씨쏜아,0.0,0건,리뷰 0,제주특별자치도 서귀포시 보목로64번길 138,(지번) 보목동 1405-1,연락처 없음,
꽃나린공방,5.0,1건,리뷰 0,제주특별자치도 서귀포시 표선면 성읍정의현로56번길 13,(지번) 표선면 성읍리 886-1,연락처 없음,https://www.instagram.com/kkotnarin/
한라민,0.0,0건,리뷰 0,제주특별자치도 제주시 서광로 151,(지번) 용담1동 2651-6,064-753-5740,
나무망치,0.0,0건,리뷰 1,제주특별자치도 제주시 서문로 55,(지번) 용담일동 131-3,064-721-7739,
라일리공방,0.0,0건,리뷰 0,제주특별자치도 제주시 연사2길 8 남국하우스 502호,(지번) 오라이동 1474-1,010-4102-4332,https://smartstore.naver.com/rylee
필방,0.0,0건,리뷰 0,제주특별자치도 제주시 서사로 127,(지번) 삼도1동 535-3,064-757-9149,
퀼트샵,0.0,0건,리뷰 0,제주특별자치도 제주시 연화중길 15,(지번) 연동 1515-8,연락처 없음,
모모공방 큐,0.0,0건,리뷰 0,제주특별자치도 제주시 한림읍 귀덕6길 92-9,(지번) 한림읍 귀덕리 2723,연락처 없음,
제주라탄공방,0.0,0건,리뷰 0,제주특별자치도 제주시 구남동4길 36,(지번) 이도이동 2014-18,연락처 없음,
퀼트박스,0.0,0건,리뷰 0,제주특별자치도 제주시 신성로 91,(지번) 도남동 923-13,064-723-4207,
,D 각인 화랑,5.0,1건,리뷰 1,(지번) 도남동 923-13,064-723-4207,http://blog.naver.com/yunsl_jeju
충옥당표구사,0.0,0건,리뷰 0,제주특별자치도 제주시 오현길 39,(지번) 이도1동 1551-18,064-757-6017,
바느질로행복한하루,0.0,0건,리뷰 0,제주특별자치도 제주시 동광로13길 15,(지번) 일도2동 339-12,연락처 없음,
감각있네,0.0,0건,리뷰 1,제주특별자치도 제주시 서사로12길 45,(지번) 삼도1동 721-1,064-726-0077,https://www.instagram.com/her_sense
모티브,0.0,0건,리뷰 0,제주특별자치도 제주시 정실5길 50,(지번) 오라이동 664-23,064-747-4721,
탐라민,0.0,0건,리뷰 0,제주특별자치도 제주시 일주서로 7691,(지번) 이호이동 176-2,064-712-3356,
엘씨에로,0.0,0건,리뷰 0,제주특별자치도 제주시 오복3길 27-3,(지번) 이도2동 1037-4,064-712-3356,http://blog.naver.com/hangssi07
몽생,0.0,0건,리뷰 0,제주특별자치도 제주시 한림읍 한림로 301-7,(지번) 한림읍 협재리 2469-1,연락처 없음,
강부언,0.0,0건,리뷰 0,제주특별자치도 제주시 명림로 209,(지번) 봉개동 292-5,064-727-1253,
오드트아트,0.0,0건,리뷰 0,제주특별자치도 서귀포시 남원읍 남한로 250,(지번) 남원읍 남원리 777-1,064-727-1253,
아이허밍버드,0.0,0건,리뷰 0,제주특별자치도 제주시 조천읍 와흘상길 39-2,(지번) 조천읍 와흘리 1948,064-796-0252,http://www.ihummingbird.co.kr/
노형민,0.0,0건,리뷰 0,제주특별자치도 제주시 다호5길 11,(지번) 도두이동 353-2,064-746-2332,
아,5.0,1건,리뷰 0,제주특별자치도 서귀포시 중산간서로 1028,(지번) 색달동 1504-1,연락처 없음,
이준공,0.0,0건,리뷰 0,제주특별자치도 제주시 동광로16길 7,(지번) 일도2동 382-1,064-755-5662,
벨아벨지구생각작업실,0.0,0건,리뷰 0,제주특별자치도 서귀포시 표선면 성읍정의현로33번길 9,(지번) 표선면 성읍리 841,064-755-5662,https://instagram.com/belabel_studio
