공방이름,평균별점,별점건수,리뷰건수,주소,지번주소,연락처,홈페이지
나무,0.0,0건,리뷰 0,대구 달서구 당산로 114-1,(지번) 성당동 695-103,053-249-2858,
우드다인목,0.0,0건,리뷰 0,대구 달서구 감삼남1길 41,(지번) 감삼동 146-9,연락처 없음,http://blog.naver.com/wood-dyne/
죽산목,0.0,0건,리뷰 5,경기 안성시 일죽면 한다리길 98,(지번) 일죽면 방초리 971-4,연락처 없음,https://blog.naver.com/secukim
,D 야곱의집 목공예,5.0,2건,리뷰 0,(지번) 일죽면 방초리 971-4,연락처 없음,
쓰임팩,0.0,0건,리뷰 0,대구 달서구 달구벌대로 1734,(지번) 두류동 487-7,010-5005-2213,http://blog.naver.com/jinizoara
진진목,0.0,0건,리뷰 1,대구 서구 통학로15길 21 1층,(지번) 평리동 1199-13,010-8865-1477,https://blog.naver.com/jinjintree/
쉼목,0.0,0건,리뷰 1,대전 동구 대전로839번길 75 2층,(지번) 중동 50-1,010-8865-1477,http://blog.naver.com/bikemaker
고범석,0.0,0건,리뷰 0,경기 광주시 남한산성면 오전길 24-23 1층,(지번) 남한산성면 오전리 66,010-3042-9085,http://www.kobeomsuk.com/
마주이,5.0,1건,리뷰 0,경북 경산시 임당로12길 29-7,(지번) 임당동 711,010-7253-7575,http://blog.naver.com/hmyhope
헤펠레목공방 대구화,0.0,0건,리뷰 0,대구 달성군 화원읍 비슬로479길 6-5,(지번) 화원읍 설화리 800,053-634-3361,
대림목,0.0,0건,리뷰 0,대구 동구 불로동 832-1,(지번) 화원읍 설화리 800,연락처 없음,http://www.dl.co.kr/index.html
나무이,0.0,0건,리뷰 0,경북 상주시 동문2길 54-3,(지번) 복룡동 352-1,연락처 없음,https://blog.naver.com/qwer90asdf
우,5.0,2건,리뷰 12,경북 경산시 대학로 315 2층,(지번) 조영동 283-1,연락처 없음,https://www.instagram.com/woodner_woodworking
우드,0.0,0건,리뷰 0,대구 남구 성당로 250,(지번) 대명3동 2296-19,053-634-0645,http://cafe.daum.net/dwoodschool
나무랄데없는목,0.0,0건,리뷰 17,세종특별자치시 아름서1길 13-4 영토빌딩 6층,(지번) 아름동 1332,010-4405-4469,http://blog.naver.com/namuralde
목,0.0,0건,리뷰 6,서울 노원구 화랑로 606,(지번) 공릉동 29-2,02-977-4816,
손가네 목,0.0,0건,리뷰 0,대구 달성군 화원읍 성천로 39,(지번) 화원읍 성산리 705-1,연락처 없음,
7월 나무,0.0,0건,리뷰 0,대구 수성구 청솔로 4 1층,(지번) 황금동 764-11,연락처 없음,https://www.instagram.com/july_wood_/
,D 데일리우드 목공예,0.0,0건,리뷰 0,(지번) 황금동 764-11,연락처 없음,https://blog.naver.com/dailywood
그루,0.0,0건,리뷰 0,대구 중구 중앙대로67길 32,(지번) 남산동 632-19,053-421-6959,
핸드메이드 가구공방 ,0.0,0건,리뷰 1,서울 마포구 망원로3길 38 1층,(지번) 망원동 432-28,053-421-6959,http://blog.naver.com/theone18
몽마,0.0,0건,리뷰 1,대구 수성구 무학로 42,(지번) 상동 468-2,연락처 없음,http://www.mongma.com/
홈,0.0,0건,리뷰 0,대구 수성구 범안로3길 77 지하,(지번) 지산동 1212-10,053-421-9913,http://homnchok.com/
우디,5.0,2건,리뷰 0,대전 유성구 유성대로828번길 46 1층,(지번) 장대동 316-5,010-8232-2809,http://blog.naver.com/woodybro
상상나무작,0.0,0건,리뷰 1,대구 중구 봉산문화1길 32,(지번) 봉산동 172-21,연락처 없음,http://blog.naver.com/klosc
배가,0.0,0건,리뷰 0,대구 남구 용두길 25,(지번) 봉덕동 1206-2,연락처 없음,http://baegasangja.co.kr/
황금,1.0,1건,리뷰 18,경북 구미시 고아읍 들성로9길 32-12,(지번) 고아읍 문성리 1240,054-607-1702,
하늘목,0.0,0건,리뷰 0,충북 청주시 흥덕구 신전로 74,(지번) 휴암동 426-1,연락처 없음,
우리나무,0.0,0건,리뷰 0,경북 경산시 계양로37길 16,(지번) 계양동 149,053-241-5812,
파,0.0,0건,리뷰 2,부산 부산진구 전포대로 226-8 지하,(지번) 전포동 207-28,010-9871-1715,https://www.instagram.com/atelier_pies/
바른나무목공아카,0.0,0건,리뷰 1,대전 유성구 현충원로347번길 63-5 1층,(지번) 구암동 660-4,042-825-7950,http://cafe.daum.net/barunnamu
행복나무,0.0,0건,리뷰 8,대전 서구 도솔로 309-2,(지번) 괴정동 95-29,010-5112-8343,
우드DIY,0.0,0건,리뷰 0,전남 여수시 성산6길 27-5,(지번) 화장동 886-4,010-9448-7316,
,D 해쉬더우드 목공예,5.0,1건,리뷰 23,(지번) 화장동 886-4,010-9448-7316,http://www.hashthewood.com/
숭의목공예마을 목공예,5.0,1건,리뷰 0,인천 미추홀구 참외전로 309-8,(지번) 숭의동 124-15,연락처 없음,
악토버핑,2.3,3건,리뷰 11,서울 구로구 신도림로11길 8-10,(지번) 신도림동 393-19,010-3091-1569,http://cscz.blog.me/
충남공예사 제1,0.0,0건,리뷰 0,대구 북구 칠성시장로 107,(지번) 칠성동2가 400-74,053-424-2998,
남원제기직,0.0,0건,리뷰 0,전북 남원시 요천로 1371,(지번) 조산동 80-1,연락처 없음,
나,0.0,0건,리뷰 0,경북 구미시 박정희로 73,(지번) 상모동 334-42,054-465-8877,
인문학목,0.0,0건,리뷰 0,경북 칠곡군 북삼읍 외율1길 35,(지번) 북삼읍 율리 830-115,연락처 없음,
예빌,0.0,0건,리뷰 0,대구 달성군 다사읍 대실역북로2길 184,(지번) 다사읍 매곡리 1517-10,053-592-3520,http://www.yebill.com/
우들리원목가구목,0.0,0건,리뷰 0,경북 청도군 이서면 대곡길 11-7,(지번) 이서면 팔조리 355-3,010-9567-1984,https://blog.naver.com/mywoodly
여주도자기,0.0,0건,리뷰 0,경기 여주시 여양로 295,(지번) 오학동 296-2,031-886-7497,
성진디자인목공,0.0,0건,리뷰 0,대구 남구 대명서6길 52-1,(지번) 대명동 1249-2,연락처 없음,
이목,0.0,0건,리뷰 0,부산 동래구 충렬대로108번길 57,(지번) 온천동 1452-37,051-507-7073,
아소토목,0.0,0건,리뷰 0,대구 북구 오봉로21길 28,(지번) 노원동3가 1129,연락처 없음,https://www.instagram.com/asotofurniture/
페투,0.0,0건,리뷰 0,대구 남구 현충로 258,(지번) 대명동 1892-7,연락처 없음,http://blog.naver.com/skj0721
나무야,0.0,0건,리뷰 3,경남 창원시 마산합포구 자산서11길 93 1층,(지번) 자산동 24-9,055-242-4126,https://blog.naver.com/0namuya0
,D 나반 목공예,3.0,2건,리뷰 8,(지번) 자산동 24-9,055-242-4126,http://blog.naver.com/thenavan
연의목,5.0,1건,리뷰 0,서울 양천구 신정동 1280-1,,연락처 없음,
여락목,0.0,0건,리뷰 1,부산 북구 만덕3로16번길 54,(지번) 덕천동 404-7,010-9666-4623,http://ollto.com/
우드워크라,0.0,0건,리뷰 8,울산 울주군 두서면 상선필길 148,(지번) 두서면 인보리 994-2,연락처 없음,https://www.instagram.com/tosil_kim/
헤펠레목,0.0,0건,리뷰 1,대구 동구 화랑로 356 1층,(지번) 방촌동 1084-201,010-6333-0101,https://blog.naver.com/ccc6k5vuo
OD목,0.0,0건,리뷰 1,대구 수성구 달구벌대로456길 6-5,(지번) 수성동1가 93-6,연락처 없음,https://blog.naver.com/dkcl9656/
제이든목,0.0,0건,리뷰 0,대구 수성구 지범로46길 5,(지번) 범물동 466,연락처 없음,https://www.instagram.com/jaydenwws/
행복목,0.0,0건,리뷰 0,대구 북구 동암로38길 19-33,(지번) 구암동 779-6,연락처 없음,
우드메,0.0,0건,리뷰 0,울산 울주군 범서읍 대리3길 10-8 1층,(지번) 범서읍 구영리 407-4,052-248-7893,http://cafe.naver.com/diymyself
어바,0.0,0건,리뷰 0,부산 금정구 중앙대로1766번길 15,(지번) 부곡동 22-7,052-248-7893,http://www.aboutwood.co.kr/
남원목기공,0.0,0건,리뷰 0,전북 남원시 요천로 1357,(지번) 조산동 85-1,063-632-3644,
CM,5.0,1건,리뷰 0,경기 남양주시 화도읍 가구단지6길 8-5,(지번) 화도읍 녹촌리 488-11,031-593-1030,
,0.0,0건,리뷰 0,대구 달서구 한실로 47 110호,(지번) 도원동 1429-2,연락처 없음,
메종2,0.0,0건,리뷰 0,대구 서구 와룡로84길 17 1층,(지번) 이현동 48-130,연락처 없음,
화,0.0,0건,리뷰 0,부산 기장군 정관읍 정관로 811,(지번) 정관읍 예림리 836-9,연락처 없음,https://blog.naver.com/hwagamok/
,D 명인목침 목공예,5.0,1건,리뷰 0,(지번) 정관읍 예림리 836-9,연락처 없음,
비갠후 목,0.0,0건,리뷰 4,서울 송파구 새말로6길 16 지하 1층,(지번) 문정동 77-9,02-521-7818,http://beganhoo.com/
오,0.0,0건,리뷰 0,울산 중구 염포로 66 1층,(지번) 반구동 873-21,052-292-4402,https://blog.naver.com/crashhw
목공,0.0,0건,리뷰 0,대구 중구 봉산문화1길 32,(지번) 봉산동 172-21,연락처 없음,https://blog.naver.com/skytones/
달구벌공,0.0,0건,리뷰 0,대구 동구 공항로33길 11,(지번) 불로동 832-8,053-985-0290,
나뭇다수제목,0.0,0건,리뷰 0,경남 양산시 물금읍 새실로 159,(지번) 물금읍 가촌리 1280-4,연락처 없음,
대전세종목공,5.0,1건,리뷰 7,대전 유성구 노은동로87번길 5-9,(지번) 노은동 535-19,010-3174-0316,http://blog.naver.com/lkjpqmz
제니스크,0.0,0건,리뷰 0,경북 경산시 원효로28길 5-17 1층,(지번) 계양동 666-18,010-5941-2274,http://janiscrate.com/
ZIP트리,5.0,1건,리뷰 1,제주특별자치도 제주시 조천읍 선진길 88,(지번) 조천읍 선흘리 469-8,010-5941-2274,http://cafe.daum.net/zip0807
레아DIY목,5.0,3건,리뷰 0,부산 부산진구 전포대로210번길 38,(지번) 전포동 334-40,010-5556-8871,http://blog.naver.com/lea-diy
느린,0.0,0건,리뷰 2,대전 동구 옛신탄진로75번길 62,(지번) 홍도동 125-20,연락처 없음,http://blog.naver.com/by020202
두림,0.0,0건,리뷰 0,경북 영천시 청통면 송천공단길 3,(지번) 청통면 송천리 5-14,0502-985-3232,http://www.durim.co.kr/
올댓,0.0,0건,리뷰 0,대구 동구 반야월북로 339-6 1층,(지번) 괴전동 117-49,연락처 없음,http://m.blog.naver.com/crom5449
알베로목,5.0,2건,리뷰 0,경기 화성시 동탄지성로306번길 64-7,(지번) 반월동 265-23,031-224-5770,http://cafe.daum.net/alberowoodworking
행운diy목,5.0,2건,리뷰 0,서울 강북구 한천로140길 11-38,(지번) 수유동 176-51,031-224-5770,https://hot7.modoo.at/
,D 디즈팩트리 목공예,0.0,0건,리뷰 3,(지번) 수유동 176-51,031-224-5770,http://www.dizfactree.com/
자작나무공방 가음,0.0,0건,리뷰 0,경남 창원시 성산구 가음로 103-1,(지번) 남양동 40-19,055-282-8105,http://withdai.blog.me/
앨리스앤,5.0,1건,리뷰 5,대구 수성구 달구벌대로650길 97-2 1층,(지번) 욱수동 227-17,055-282-8105,http://blog.naver.com/alicenjj
현산목,4.5,2건,리뷰 0,광주 서구 상무대로 895,(지번) 쌍촌동 966-3,055-282-8105,http://blog.naver.com/blueprimo
작은숲나무,5.0,2건,리뷰 0,대전 유성구 원신흥남로11번길 12-8,(지번) 원신흥동 574-9,042-822-2201,http://blog.naver.com/moonhoi65
제페토가구,0.0,0건,리뷰 0,경남 양산시 양주1길 29-1,(지번) 중부동 671-5,055-381-7425,http://www.diygeppetto.com/
로그12목,0.0,0건,리뷰 0,경북 경산시 경안로67길 14-5,(지번) 대평동 429-10,055-381-7425,https://blog.naver.com/orowood
뽀미네,0.0,0건,리뷰 0,대구 달성군 가창면 헐티로3길 6-1,(지번) 가창면 정대리 716,053-291-8447,http://blog.naver.com/jiye972000
남원목운공,5.0,1건,리뷰 0,전북 남원시 요천로 1230-9,(지번) 조산동 559-10,063-633-7489,http://www.mokunart.com/
나무집반,5.0,1건,리뷰 19,서울 송파구 오금로18길 8 지하1층,(지번) 송파동 51-3,010-2935-2769,https://blog.naver.com/semibasewooden/
나무스토리,5.0,1건,리뷰 0,광주 광산구 북문대로419번길 40 지하 1층,(지번) 신창동 508-8,연락처 없음,
린덴바움목,0.0,0건,리뷰 0,대구 수성구 신천동로 494,(지번) 수성동4가 1145-4,연락처 없음,
오월공방 롯데백화점 부산,0.0,0건,리뷰 7,부산 부산진구 가야대로 772 7층,(지번) 부전동 503-15,051-810-3778,https://www.owolgongbang.co.kr/
터치,0.0,0건,리뷰 0,대구 수성구 화랑로 102 3층,(지번) 만촌동 1328-13,010-9869-3366,https://blog.naver.com/yuesee
동국,0.0,0건,리뷰 0,경기 광명시 범안로 614,(지번) 노온사동 340-16,02-523-0107,
,D 우드락공작소 목공예,0.0,0건,리뷰 0,(지번) 노온사동 340-16,02-523-0107,http://woodrock.kr/
다락목,0.0,0건,리뷰 0,서울 서대문구 세검정로1길 75 지층,(지번) 홍은동 43-4,010-4717-0529,https://www.instagram.com/darakmokgongso
골목목,0.0,0건,리뷰 0,대구 남구 대경길 48,(지번) 대명동 3032-7,010-2569-2924,
텐박스목,0.0,0건,리뷰 1,경남 창원시 성산구 반송로42번길 23-28 반지하,(지번) 반지동 71-11,연락처 없음,https://fivemiles.blog.me/
이든나무,0.0,0건,리뷰 0,경남 창원시 진해구 충장로 225,(지번) 경화동 1171-15,010-3413-8044,
슬로우,0.0,0건,리뷰 0,대구 중구 남산로4길 5,(지번) 남산동 2377-6,연락처 없음,
두드림 나무,5.0,1건,리뷰 1,경기 군포시 엘에스로115번길 53 JMD빌딩 지하,(지번) 금정동 689-40,010-3130-5150,http://blog.naver.com/poleaxe
형제,0.0,0건,리뷰 0,대구 동구 팔공로28길 49-4,(지번) 도동 28,070-4027-1752,
빈체레목,0.0,0건,리뷰 3,경기 평택시 유천2길 21-6,(지번) 합정동 172,031-658-0809,
스튜디오,0.0,0건,리뷰 1,경기 용인시 수지구 성복2로76번길 25-13,(지번) 성복동 744-1,031-658-0809,https://www.instagram.com/studio__crack
신화목공예로,0.0,0건,리뷰 0,부산 사상구 사상로 500,(지번) 모라동 986-7,051-301-7734,
한일수출,5.0,1건,리뷰 0,울산 울주군 언양읍 언양로 637,(지번) 언양읍 반천리 645-2,052-245-4999,
헤펠레목공방 강,0.0,0건,리뷰 0,서울 강남구 선릉로132길 28,(지번) 청담동 42-1,02-6405-7722,http://blog.daum.net/jwstudio
목,0.0,0건,리뷰 0,대전 서구 만년남로3번길 46-5,(지번) 만년동 162,010-3636-6887,
남원 전통옻칠목기공,0.0,0건,리뷰 0,전북 남원시 요천로 1375,(지번) 조산동 81-1,063-632-1155,
,D 멜로우우드 목공예,0.0,0건,리뷰 0,(지번) 조산동 81-1,063-632-1155,https://www.instagram.com/mellowood_fnc
자작나무,5.0,1건,리뷰 1,경북 안동시 태사길 53-9,(지번) 옥정동 1,054-822-4153,https://blog.naver.com/cham82
쓰임목,0.0,0건,리뷰 6,인천 계양구 계양대로205번길 11-10 지하 1층,(지번) 계산동 942-21,연락처 없음,https://blog.naver.com/ss_im2018/
한성목,0.0,0건,리뷰 0,대구 동구 팔공로28길 73-11,(지번) 도동 43,053-984-7118,
키논,0.0,0건,리뷰 0,서울 서초구 방배로42길 23-3,(지번) 방배동 17-11,02-537-7196,
들꽃그리고작은나,0.0,0건,리뷰 0,경남 김해시 덕정로 170-1,(지번) 관동동 467-3,055-312-3660,
목공교실 인디,0.0,0건,리뷰 0,인천 서구 청라커낼로319번길 11,(지번) 청라동 148-3,연락처 없음,http://www.indiworks.kr/
에,0.0,0건,리뷰 0,부산 기장군 일광면 당곡길 14-1,(지번) 일광면 화전리 492,051-909-3356,http://blog.naver.com/kki___design
노을목,0.0,0건,리뷰 0,경기 평택시 팽성읍 대추안길 45,(지번) 팽성읍 노와리 468-3,031-655-3179,https://blog.naver.com/ke3399
오,0.0,0건,리뷰 1,서울 성동구 광나루로2길 25 쌍둥이빌딩 2층 201호,(지번) 성수동2가 299-49,070-7576-0430,http://onif.modoo.at/
목공방,0.0,0건,리뷰 0,경남 창원시 의창구 북면 달천길 86-10,(지번) 북면 외감리 655-1,055-251-1989,
이레디,5.0,1건,리뷰 4,세종특별자치시 한누리대로 227,(지번) 나성동 750,055-251-1989,https://leyong01076611324.modoo.at/
나무도,0.0,0건,리뷰 1,대전 유성구 신성로58번길 33,(지번) 신성동 212-1,연락처 없음,
화성지역자활,0.0,0건,리뷰 0,경기 화성시 향남읍 향남로 470,(지번) 향남읍 도이리 668,031-354-1129,
오밀목공,0.0,0건,리뷰 0,경기 용인시 기흥구 흥덕2로65번길 20-3 1층,(지번) 영덕동 997-11,031-212-0825,http://blog.naver.com/theomil
,D 다호디자인 우든펜공방 목공예,5.0,1건,리뷰 9,(지번) 영덕동 997-11,031-212-0825,http://blog.naver.com/yujulia0315
련,0.0,0건,리뷰 6,부산 수영구 수미로25번길 4 1층,(지번) 망미동 265-15,연락처 없음,https://blog.naver.com/stlyeon
이팝나무,0.0,0건,리뷰 0,부산 사상구 대동로 53,(지번) 엄궁동 6-1,010-2830-8098,
우드홀릭목,5.0,1건,리뷰 0,경남 거제시 수양로 208,(지번) 양정동 446-1,연락처 없음,
재,0.0,0건,리뷰 0,경남 진주시 범골로54번길 30-9 지하1층 BB113호 (드림IT밸리),(지번) 충무공동 87-23,010-5094-9137,http://jaejakso.modoo.at/?link=6swya66o
유니버살레이저공방 홍,0.0,0건,리뷰 0,서울 마포구 홍익로5안길 53,(지번) 서교동 369-20,연락처 없음,
우드,0.0,0건,리뷰 0,경북 성주군 초전면 주천로 1330,(지번) 초전면 용봉리 1094-1,054-933-6660,
오목공원 나무,0.0,0건,리뷰 0,서울 양천구 목동서로 159-2,(지번) 목동 921,연락처 없음,
헤펠레목공방 장,0.0,0건,리뷰 0,경남 김해시 주촌면 골든루트로 65-4,(지번) 주촌면 농소리 633-8,055-321-5866,http://www.diyhafele.co.kr/
향기로운나무 목,0.0,0건,리뷰 0,서울 송파구 송파대로40길 6 충현빌딩 지하,(지번) 송파동 95,055-321-5866,http://blog.naver.com/cg2208
목공문화공간 둥근작,0.0,0건,리뷰 3,경기 안양시 동안구 평촌대로 411 지하 1층,(지번) 비산동 1018-3,031-346-9463,http://blog.naver.com/handmadex
초록나무협동,0.0,0건,리뷰 0,전북 남원시 충정로 21,(지번) 동충동 197-11,연락처 없음,
우드팩,0.0,0건,리뷰 0,대구 남구 효성로 28,(지번) 봉덕동 1327-48,연락처 없음,
해피우드,0.0,0건,리뷰 0,경기 안양시 만안구 덕천로 97 2층,(지번) 안양동 212-16,031-441-7958,
태백목,0.0,0건,리뷰 0,대구 중구 달성로 97,(지번) 달성동 256-24,053-254-2977,
,D 신현공예 목공예,0.0,0건,리뷰 0,(지번) 달성동 256-24,053-254-2977,http://www.sinhyun.co.kr/
수원시 목공체,0.0,0건,리뷰 1,경기 수원시 장안구 정조로 1085,(지번) 송죽동 318,031-228-4559,
목공방,0.0,0건,리뷰 0,경남 창원시 의창구 팔용로419번길 13,(지번) 팔용동 112-2,연락처 없음,
이목목,0.0,0건,리뷰 0,대구 북구 관음중앙로17길 52-6 1층,(지번) 관음동 1245-32,연락처 없음,
헤펠레DIY목공방 중,0.0,0건,리뷰 0,서울 중랑구 동일로136길 28,(지번) 중화동 102-1,연락처 없음,
산너머,5.0,1건,리뷰 0,경남 양산시 하북면 백록로 247-36,(지번) 하북면 백록리 606-1,연락처 없음,
디지,0.0,0건,리뷰 0,경남 창원시 의창구 북면 마산길 14-9,(지번) 북면 마산리 173,055-265-3723,http://jyk98.blog.me/
플러,0.0,0건,리뷰 28,서울 관악구 봉천로 293 세광빌딩 2층,(지번) 봉천동 968-5,연락처 없음,https://blog.naver.com/eggegg3047/
곡성목공예커피체,5.0,1건,리뷰 0,전남 곡성군 죽곡면 오죽로 407-8,(지번) 죽곡면 봉정리 264,연락처 없음,
마르코의작,0.0,0건,리뷰 0,인천 부평구 남부역로5번길 8-8 1F,(지번) 부평동 743-31,032-229-9508,https://blog.naver.com/joomi78
공간과,5.0,4건,리뷰 0,경기 성남시 수정구 수정로456번길 12,(지번) 산성동 2214-1,031-734-2098,
연호나무,5.0,1건,리뷰 8,대구 수성구 달구벌대로 2859,(지번) 연호동 22-11,연락처 없음,http://blog.daum.net/camp1529
나무늘보나무,4.0,1건,리뷰 39,서울 영등포구 도림로135길 6,(지번) 문래동2가 14-21,010-2956-0754,https://www.instagram.com/super_neulbo/
자작나무공방 진해석,5.0,1건,리뷰 1,경남 창원시 진해구 냉천로129번길 12-1 1층,(지번) 자은동 195-1,010-2956-0754,https://blog.naver.com/hundaly
더우드목,0.0,0건,리뷰 0,경남 김해시 반룡로4번길 11-7,(지번) 대청동 330-14,055-311-5336,
,D 자작나무공방 목공예,0.0,0건,리뷰 1,(지번) 대청동 330-14,055-311-5336,http://www.fordiy.co.kr/
나무창,0.0,0건,리뷰 1,대구 달성군 현풍읍 현풍로6길 5 현풍백년도깨비시장 1층,(지번) 현풍읍 원교리 12-20,055-311-5336,
살림목,0.0,0건,리뷰 0,대구 동구 이노밸리로54길 15-1 1층,(지번) 신서동 1165-14,010-2824-5788,http://blog.naver.com/salimstudio
헤펠레DIY목공방 전주덕,0.0,0건,리뷰 0,전북 전주시 덕진구 용소로 90,(지번) 송천동1가 839-1,063-274-7601,
죽림원/대숯,0.0,0건,리뷰 0,경기 수원시 장안구 덕영대로425번길 8,(지번) 율전동 207-5,031-296-5128,
사각,0.0,0건,리뷰 0,전북 익산시 익산대로22길 8 도움빌딩 4층,(지번) 남중동 510-11,연락처 없음,
토미,0.0,0건,리뷰 0,경남 양산시 물금읍 가촌동3길 6,(지번) 물금읍 가촌리 526-3,연락처 없음,https://skylovetot.modoo.at/
영천목공,0.0,0건,리뷰 1,경북 영천시 새미1길 13,(지번) 언하동 167-1,054-334-9757,http://www.ycwoodart.co.kr/
유니크마이스터공예,4.5,2건,리뷰 0,경기 성남시 수정구 사송로66번길 7,(지번) 사송동 556-1,031-716-3339,http://www.uniquemeister.com/
나무와자이 목,0.0,0건,리뷰 2,경기 광주시 사기막길95번길 41,(지번) 탄벌동 683-1,010-8181-6969,http://blog.naver.com/sr6970
울산송정목,0.0,0건,리뷰 0,울산 북구 호계9길 10-1,(지번) 호계동 716-4,010-3835-8250,https://cafe.naver.com/ulsansongjungwood
삐삐공,5.0,2건,리뷰 0,대구 동구 파계로120길 68,(지번) 신용동 237,010-2522-0057,http://www.pippimall.com/
목수,0.0,0건,리뷰 0,부산 남구 문현로 70,(지번) 문현동 98-9,연락처 없음,
온리,5.0,1건,리뷰 1,서울 강동구 천중로 81-1,(지번) 천호동 301-44,070-7794-0123,http://onrheewood.blog.me/
보목,0.0,0건,리뷰 0,서울 중랑구 망우로 231-8 미영리치타운아파트 103동 상가 102호,(지번) 중화동 207-12,연락처 없음,http://thebomok.modoo.at/
,D DIY목공소리 목공예,0.0,0건,리뷰 0,(지번) 중화동 207-12,연락처 없음,
제이어스수제,0.0,0건,리뷰 18,경기 부천시 경인로 556,(지번) 괴안동 170-2,연락처 없음,https://blog.naver.com/leejus1209/
목공방 나,0.0,0건,리뷰 2,서울 마포구 광성로6길 76,(지번) 대흥동 325-25,연락처 없음,http://blog.naver.com/oyn5040
헤펠레목공방 군,0.0,0건,리뷰 0,경기 군포시 삼성로20번길 3-30 1층 101호,(지번) 부곡동 1213-1,연락처 없음,http://www.diyhafele.co.kr/
쟁,0.0,0건,리뷰 0,경남 양산시 물금읍 화합1길 29,(지번) 물금읍 범어리 2691-4,055-387-9335,http://blog.naver.com/jigallery
바보목수,0.0,0건,리뷰 0,경남 밀양시 초동면 초동중앙로 106-17,(지번) 초동면 대곡리 291-1,연락처 없음,
공방아름,0.0,0건,리뷰 0,대구 동구 경안로107길 21 제이앤제이하우스 1층 102호,(지번) 동호동 23-2,010-3751-1300,http://blog.naver.com/areumneuti
가람원목,0.0,0건,리뷰 0,부산 남구 신정번영로 47,(지번) 대연동 1622-22,연락처 없음,
우,0.0,0건,리뷰 0,대구 동구 율하동로10길 23-7,(지번) 율하동 1495,010-7758-3285,http://blog.naver.com/crom5449
태규목,0.0,0건,리뷰 0,충북 충주시 신촌2길 32 현대호반아파트 상가 지하 1층,(지번) 호암동 547-52,010-5491-6795,https://blog.naver.com/ltk4920/
백암예술서,0.0,0건,리뷰 0,경북 경주시 강동면 부조중명길 331,(지번) 강동면 국당리 58-1,연락처 없음,http://cafe.daum.net/a20100zHanmail.net
헤펠레목공방 하,0.0,0건,리뷰 0,경기 하남시 신평로 190,(지번) 신장동 298-2,031-792-8809,
키논 서,5.0,1건,리뷰 0,서울 종로구 옥인2길 6 1층,(지번) 누상동 49,031-792-8809,http://www.kinon.co.kr/
카펜,0.0,0건,리뷰 0,서울 서초구 논현로 37 미미빌딩 지층,(지번) 양재동 288-6,02-3446-5364,http://www.carpentree.net/
DIY나무소리,0.0,0건,리뷰 0,경기 화성시 노작로4길 27,(지번) 반송동 115-3,031-8015-4678,
,D 늘빛서각연구원 목공예,0.0,0건,리뷰 0,(지번) 반송동 115-3,031-8015-4678,
제페토 목공,0.0,0건,리뷰 0,대전 유성구 현충원로 401,(지번) 구암동 429,042-823-8258,
덕유산한옥학교 소인,0.0,0건,리뷰 0,경남 거창군 북상면 송계사길 125,(지번) 북상면 소정리 1589,연락처 없음,http://cafe.daum.net/deokusanhanok
조아저씨나무,0.0,0건,리뷰 0,경북 포항시 북구 흥해읍 도음로 713,(지번) 흥해읍 학천리 578-1,연락처 없음,
