공방이름,평균별점,별점건수,리뷰건수,주소,지번주소,연락처,홈페이지
사진과액자,0.0,0건,리뷰 0,부산 부산진구 서전로57번길 8 서전빌라 1층,(지번) 전포동 202-3,051-817-3640,http://photonframe.com/
아르깡시엘,1.0,1건,리뷰 4,부산 부산진구 서전로37번길 28-7,(지번) 전포동 653-9,연락처 없음,
여락목,0.0,0건,리뷰 1,부산 북구 만덕3로16번길 54,(지번) 덕천동 404-7,010-9666-4623,http://ollto.com/
마이레더가죽공방,3.0,2건,리뷰 0,부산 동구 수정동로13번길 2,(지번) 수정동 802-16,010-9666-4623,http://www.myleather.co.kr/
맘씨비누,5.0,1건,리뷰 2,부산 북구 만덕3로33번길 8,(지번) 만덕동 231,051-923-0011,http://blog.naver.com/momsee79
그린핀아,0.0,0건,리뷰 16,부산 부산진구 동천로132번길 30 2층,(지번) 전포동 657-12,051-923-0011,http://instagram.com/greenpina_studio
유나십자수,0.0,0건,리뷰 2,부산 동구 범일로 61,(지번) 범일동 326-5,051-636-3018,
어바,0.0,0건,리뷰 0,부산 금정구 중앙대로1766번길 15,(지번) 부곡동 22-7,051-636-3018,http://www.aboutwood.co.kr/
대,0.0,0건,리뷰 0,부산 서구 구덕로 329,(지번) 서대신동3가 387-3,051-244-3625,
갤러,0.0,0건,리뷰 2,부산 해운대구 달맞이길117번길 53,(지번) 중동 1511-12,051-743-0059,http://www.galleryidm.co.kr/
파베프로젝트,0.0,0건,리뷰 10,부산 동래구 중앙대로1333번길 42-4 1층,(지번) 온천동 1433-38,연락처 없음,
서랑도예,5.0,1건,리뷰 2,부산 기장군 기장읍 소정길 11,(지번) 기장읍 내리 204-1,051-722-8870,http://srang.co.kr/
예쁘다공방,0.0,0건,리뷰 234,"부산 남구 용소로 40 1,2층",(지번) 대연동 496-1,051-722-8870,https://blog.naver.com/lovely_craft16
광안공예연구소,5.0,1건,리뷰 0,부산 남구 유엔평화로126번길 39,(지번) 용당동 592-8,051-621-4130,http://www.ariko.co.kr/
화,0.0,0건,리뷰 0,부산 기장군 정관읍 정관로 811,(지번) 정관읍 예림리 836-9,연락처 없음,https://blog.naver.com/hwagamok/
미소의공예방,0.0,0건,리뷰 3,부산 연제구 중앙천로2번길 11 2층,(지번) 연산동 788-13,연락처 없음,https://blog.naver.com/kkm864/
,"D 모퉁이 미술,공예",5.0,1건,리뷰 2,(지번) 연산동 788-13,연락처 없음,http://www.instagram.com/a.corner27/
개금뜨개방,0.0,0건,리뷰 0,부산 부산진구 가야대로482번길 29-3,(지번) 개금동 174-4,051-894-7811,
모니뜨,0.0,0건,리뷰 0,부산 수영구 연수로324번길 5,(지번) 망미동 792-43,연락처 없음,http://www.instagram.com/monitt_1018
백양화,0.0,0건,리뷰 0,부산 북구 시랑로132번길 73,(지번) 구포동 1264-1,051-337-3354,
레더애 글로리아아틀리에,0.0,0건,리뷰 0,부산 금정구 옥봉로3번길 1,(지번) 서동 236-7,051-337-3354,https://m.blog.naver.com/clickmihee
레아DIY목,5.0,3건,리뷰 0,부산 부산진구 전포대로210번길 38,(지번) 전포동 334-40,010-5556-8871,http://blog.naver.com/lea-diy
벨로캔들,0.0,0건,리뷰 2,부산 수영구 망미번영로38번길 20,(지번) 광안동 1036-9,010-5556-8871,http://www.instagram.com/bello_candle_
길화,0.0,0건,리뷰 0,부산 남구 수영로 332,(지번) 대연동 54-12,051-624-9811,
부산은행 BNK,0.0,0건,리뷰 0,부산 중구 광복중앙로 13,(지번) 신창동1가 8-2,051-246-8975,
리빈,0.0,0건,리뷰 0,부산 해운대구 좌동로63번길 23,(지번) 중동 219-1,051-746-9334,http://blog.naver.com/livein_gallery
미뉴,0.0,0건,리뷰 25,부산 부산진구 전포대로255번길 43-8 4층,(지번) 전포동 660-2,연락처 없음,https://www.instagram.com/hmmenew/
혜랑스튜디오,0.0,0건,리뷰 8,부산 부산진구 전포대로255번길 29 전포상가 A동 107호,(지번) 전포동 654-4,010-4351-1985,https://blog.naver.com/ssarang_s2/
오월공방 롯데백화점 부산,0.0,0건,리뷰 7,부산 부산진구 가야대로 772 7층,(지번) 부전동 503-15,051-810-3778,https://www.owolgongbang.co.kr/
수재샵&보석십자수 ,0.0,0건,리뷰 0,부산 기장군 정관읍 방곡5로 2-1 매향하우스 1층 101호,(지번) 정관읍 방곡리 429-6,051-810-3778,https://blog.naver.com/sujaeshop
갤러리아,5.0,1건,리뷰 0,부산 남구 용소로28번길 26,(지번) 대연동 393-6,070-8801-8150,https://instagram.com/gallery_artitude
마타타,0.0,0건,리뷰 0,부산 기장군 정관읍 달산4길 15 1층,(지번) 정관읍 달산리 994-5,051-624-0705,http://storefarm.naver.com/matata2120/
뜨개이야기,0.0,0건,리뷰 0,부산 동래구 중앙대로1381번길 81-4,(지번) 온천동 781,051-553-6484,
지클레어가죽공방,0.0,0건,리뷰 1,부산 수영구 남천동로24번길 19 2층,(지번) 남천동 170-1,연락처 없음,http://www.gclare.com/
코코로파티,0.0,0건,리뷰 8,부산 동래구 중앙대로1381번길 81-4,(지번) 온천동 781,연락처 없음,http://www.instagram.com/cocoroparty
전리단,0.0,0건,리뷰 0,부산 부산진구 서전로37번길 20 2층,(지번) 전포동 664-8,070-8832-4578,http://www.bsjincf.or.kr/
도자공방가원,5.0,1건,리뷰 1,부산 해운대구 달맞이길117번가길 30,(지번) 중동 1507-5,0505-1375-5015,https://blog.naver.com/gawoncera
동남액자,5.0,3건,리뷰 0,부산 수영구 수영로 390 지하,(지번) 남천동 24-22,0505-1375-5015,
아로마더민 바이결,0.0,0건,리뷰 10,부산 연제구 과정로322번길 24 1층,(지번) 연산동 308-15,010-2829-5168,https://www.instagram.com/by_gyeolmin/
강서민속가구골,5.0,1건,리뷰 0,부산 강서구 가락대로 1275,(지번) 봉림동 73-26,051-973-7282,
옹이토이와 반지놀이터,0.0,4건,리뷰 30,부산 중구 광복로35번길 7 3층,(지번) 창선동2가 19-1,070-8934-4943,https://www.facebook.com/ringnoriter
오브로제,0.0,0건,리뷰 2,부산 해운대구 해운대로61번길 83,(지번) 반여동 1291-1453,070-4045-8724,https://blog.naver.com/llkomtingll
레더모어스튜디오,0.0,0건,리뷰 10,부산 남구 문현금융로 5-1 2층,(지번) 문현동 761-23,연락처 없음,http://www.lethemore.com/
알유데어,5.0,1건,리뷰 4,부산 부산진구 서전로38번길 62 3층,(지번) 전포동 685-1,연락처 없음,https://blog.naver.com/ryuuttum
블랑미뇽,0.0,0건,리뷰 2,부산 금정구 금강로335번길 118 1층,(지번) 장전동 74-60,연락처 없음,https://www.instagram.com/blanc.mignon/
나나이로상점,0.0,0건,리뷰 3,부산 부산진구 가야대로 560-1 1층,(지번) 가야동 230-6,연락처 없음,https://nanairoshop.modoo.at/
바이두룸가죽공예학원,0.0,0건,리뷰 0,부산 수영구 광일로 49 비치그린아파트 109동 상가 210호,(지번) 광안동 503-1,010-5457-8396,https://blog.naver.com/yasii79/
솜씨뜨게방,0.0,0건,리뷰 0,부산 수영구 수영로606번길 65,(지번) 광안동 122-4,051-755-5996,
마조레,0.0,0건,리뷰 6,부산 남구 수영로 283 벽산솔렌스힐 103동 1층 105호,(지번) 대연동 384-26,010-6612-1496,https://blog.naver.com/bgjy79
몽헤브크래프트,0.0,0건,리뷰 1,부산 동래구 안연로 56-1 2층,(지번) 안락동 633-50,010-8673-3836,https://blog.naver.com/hj__0721
장아트,0.0,0건,리뷰 0,부산 수영구 감포로 13,(지번) 광안동 131-11,051-752-4153,
유리정원,5.0,1건,리뷰 2,부산 부산진구 전포대로255번길 29 전포상가 A동 2층 201호,(지번) 전포동 654-4,010-2942-0407,https://blog.naver.com/banana1404
이유정 포슬린아카데미,0.0,0건,리뷰 2,부산 부산진구 전포대로255번길 22,(지번) 전포동 649-2,051-363-5111,
액자와 그림이있는마을 장전동점,0.0,0건,리뷰 0,부산 금정구 금강로 328-2,(지번) 장전동 222-79,051-583-9868,
동래표구재료사,0.0,0건,리뷰 0,부산 동래구 명륜로45번길 3,(지번) 수안동 11-6,051-556-7888,
신화목공예로,0.0,0건,리뷰 0,부산 사상구 사상로 500,(지번) 모라동 986-7,051-301-7734,
정선화랑표구사,0.0,0건,리뷰 0,부산 부산진구 부전로 117 서면시장2층,(지번) 부전동 408-31,051-803-1669,
앙쥬베르,5.0,1건,리뷰 0,부산 중구 광복로39번길 26 2층,(지번) 신창동2가 13,070-4671-1160,https://cafe.naver.com/angever
천마도예의숲,0.0,0건,리뷰 0,부산 서구 천해로7번길 55-10,(지번) 암남동 81-90,연락처 없음,
베르데가죽공방,0.0,0건,리뷰 14,부산 동래구 아시아드대로181번길 32 1층,(지번) 사직동 22-42,연락처 없음,https://blog.naver.com/kbobee
서라벌표구사,0.0,0건,리뷰 0,부산 사하구 낙동대로 331-1,(지번) 괴정동 1132-2,051-292-6444,
,"D 소담재 미술,공예",0.0,1건,리뷰 0,(지번) 괴정동 1132-2,051-292-6444,
옛날이야기골,0.0,0건,리뷰 0,부산 부산진구 중앙대로 548-3,(지번) 범천동 62-706,연락처 없음,
공방오월,0.0,0건,리뷰 9,부산 연제구 거제천로 107 1층,(지번) 거제동 41-12,연락처 없음,https://blog.naver.com/sy050510
베어도자기,0.0,0건,리뷰 4,부산 부산진구 양연로6번길 23 1층,(지번) 양정동 91-20,연락처 없음,https://bearceramic0428.modoo.at/
포텍,0.0,0건,리뷰 0,부산 남구 양지골로 33,(지번) 감만동 238-1,연락처 없음,http://potec.cafe24.com/
은모루,0.0,0건,리뷰 0,부산 부산진구 연지로13번길 4,(지번) 연지동 190-57,010-6848-0328,https://blog.naver.com/silveranvil
에,0.0,0건,리뷰 0,부산 기장군 일광면 당곡길 14-1,(지번) 일광면 화전리 492,051-909-3356,http://blog.naver.com/kki___design
모모뜨개방,0.0,0건,리뷰 0,부산 중구 중구로30번길 8-1,(지번) 신창동3가 24-4,051-243-2131,
벽촌아트,0.0,0건,리뷰 0,부산 금정구 장전로 45,(지번) 장전동 360-11,연락처 없음,
한솔액자,1.0,1건,리뷰 6,부산 수영구 남천동로24번길 22,(지번) 남천동 15-7,051-621-6506,
피카조,0.0,0건,리뷰 2,부산 수영구 남천바다로15번길 71 1층,(지번) 광안동 178-31,연락처 없음,https://blog.naver.com/p_ccz
국전그림과액자,0.0,0건,리뷰 0,부산 사상구 백양대로 458 동일아파트 상가동 1층,(지번) 주례1동 317,051-323-3559,
구스토피엘 가죽공방,0.0,0건,리뷰 0,부산 기장군 정관읍 정관덕산길 80 파스텔라 타운하우스 상가 1호,(지번) 정관읍 방곡리 437,연락처 없음,https://blog.naver.com/raesong86
휴테스튜디오 공방,5.0,1건,리뷰 1,부산 기장군 정관읍 구연방곡로 30,(지번) 정관읍 방곡리 432-1,연락처 없음,http://www.instagram.com/hutte_studio
윤목공방,0.0,0건,리뷰 9,부산 남구 수영로266번길 74 지하1층,(지번) 대연동 911-5,010-3891-9154,http://yoonswoodworkshop.com/
카프가죽공방,0.0,0건,리뷰 8,부산 부산진구 중앙대로 954-1 4층,(지번) 양정동 272-8,051-804-6722,http://blog.naver.com/calf6700
련,0.0,0건,리뷰 6,부산 수영구 수미로25번길 4 1층,(지번) 망미동 265-15,연락처 없음,https://blog.naver.com/stlyeon
이팝나무,0.0,0건,리뷰 0,부산 사상구 대동로 53,(지번) 엄궁동 6-1,010-2830-8098,
황실십자수 용호점,0.0,0건,리뷰 1,부산 남구 용호로76번길 32,(지번) 용호동 152-2,051-611-5528,
일로가죽공방,0.0,0건,리뷰 4,부산 동구 망양로 891 3층,(지번) 범일동 1445-46,연락처 없음,https://blog.naver.com/leaf130117/
마루의꿈,0.0,0건,리뷰 0,부산 북구 금곡대로616번길 94 1층,(지번) 금곡동 71-5,연락처 없음,http://blog.naver.com/rwd71
이오향방,0.0,0건,리뷰 0,부산 수영구 구락로43번길 16 1층,(지번) 수영동 490-19,010-4424-3130,http://www.instagram.com/perfumery_25
갤러,5.0,1건,리뷰 2,부산 해운대구 재반로27번길 36-13,(지번) 재송동 534,051-784-5588,https://www.instagram.com/gallery.hi/
러브컨츄리,0.0,0건,리뷰 10,부산 동래구 아시아드대로184번길 5-2,(지번) 사직동 58-26,010-6480-1062,
또또액자,0.0,0건,리뷰 0,부산 기장군 정관읍 정관상곡2길 25-35,(지번) 정관읍 매학리 166-3,010-6480-1062,http://www.ddoddoplan.co.kr/
태유기공,0.0,0건,리뷰 0,부산 강서구 녹산산단262로59번길 7,(지번) 송정동 1761-12,051-941-2704,
예술제본공방,0.0,0건,리뷰 0,부산 수영구 광남로48번길 33,(지번) 남천동 5-29,연락처 없음,
옛날,0.0,0건,리뷰 0,부산 남구 우암번영로 10,(지번) 우암동 189-825,010-4517-6294,
수정필,0.0,0건,리뷰 0,부산 북구 용당로15번길 15,(지번) 화명동 2297-3,051-335-5714,
행복한뜨개공방,0.0,0건,리뷰 0,부산 수영구 망미번영로70번길 38,(지번) 수영동 460-4,051-755-9990,
,"D 더블유갤러리 액자,표구",0.0,0건,리뷰 0,(지번) 수영동 460-4,051-755-9990,http://smartstore.naver.com/w-gallery
홍종사,0.0,0건,리뷰 0,부산 기장군 정관읍 용수공단1길 14,(지번) 정관읍 용수리 1021-29,051-728-5718,
미미화컬,5.0,1건,리뷰 0,부산 해운대구 좌동순환로8번길 63,(지번) 중동 145,연락처 없음,
씨씨스튜디오,0.0,0건,리뷰 0,부산 사하구 감내2로 145-4,(지번) 감천동 3-31,연락처 없음,https://www.instagram.com/see.sea_studio
솜솜,0.0,0건,리뷰 4,부산 동래구 명륜로207번길 36-1 2층,(지번) 명륜동 700-135,051-558-0582,https://blog.naver.com/bysmallpin/
제뉴인,0.0,0건,리뷰 0,부산 해운대구 달맞이길 239-11 상가 1층,(지번) 중동 1479,연락처 없음,https://www.instagram.com/genuine_gallery/
갤러,0.0,0건,리뷰 1,부산 해운대구 마린시티2로 47 D동 112호,(지번) 우동 1410,051-746-2111,http://www.galleryleebae.com/
갤러리이배 수영,0.0,0건,리뷰 0,부산 수영구 민락수변로 243,(지번) 민락동 336-10,051-756-2111,http://www.galleryleebae.com/
이정,0.0,0건,리뷰 0,부산 해운대구 달맞이길117번가길 125,(지번) 중동 1492-15,연락처 없음,
고불예당,0.0,0건,리뷰 0,부산 동래구 아시아드대로 201-1,(지번) 온천동 1266-8,051-505-9924,
갤러,0.0,0건,리뷰 0,부산 해운대구 해운대해변로 287 씨클라우드상가 111~112호,(지번) 중동 1392-100,051-741-5867,
오라라,0.0,0건,리뷰 16,부산 부산진구 진사로 48,(지번) 개금동 753,010-9940-9673,https://blog.naver.com/wlguslekt711
손뜨개 니트아뜨리에,0.0,0건,리뷰 0,부산 동구 범일로 97,(지번) 범일동 932-1,051-646-6776,
앨리스,0.0,0건,리뷰 0,부산 부산진구 전포대로255번길 29 전포상가 A동 108,(지번) 전포동 654-4,연락처 없음,
아트천연공방,0.0,0건,리뷰 1,부산 연제구 거제시장로 28 1층,(지번) 거제동 597-11,연락처 없음,https://aromahandmade.modoo.at/
태화유리표구거울,0.0,0건,리뷰 0,부산 동래구 명장로20번길 53,(지번) 명장동 64-33,051-523-2393,
유카공방,0.0,0건,리뷰 1,부산 중구 해관로 61-2,(지번) 중앙동4가 36-5,051-469-8288,http://blog.naver.com/beautycare
목수,0.0,0건,리뷰 0,부산 남구 문현로 70,(지번) 문현동 98-9,연락처 없음,
성보당화랑표구,0.0,0건,리뷰 0,부산 부산진구 당감로 4-1,(지번) 당감동 178-17,연락처 없음,
블라썸제이공방,0.0,0건,리뷰 5,부산 부산진구 전포대로 225 2층,(지번) 전포동 675-5,051-892-5220,https://blog.naver.com/jaeablossom/
예기 도자기 공방,0.0,0건,리뷰 0,부산 강서구 신호산단2로49번길 58 스마트빌 1층,(지번) 신호동 229-4,051-892-5220,https://blog.naver.com/clabee
토토랑도자기공방,0.0,0건,리뷰 0,부산 강서구 경전철로31번길 32,(지번) 대저2동 1870-32,연락처 없음,http://blog.naver.com/totorang1134
갤러,5.0,3건,리뷰 10,부산 해운대구 해운대해변로 296 파라다이스호텔 신관 지하 1층,(지번) 중동 1411-1,연락처 없음,https://www.gallerymare.com/
가죽공방카페비트원,0.0,0건,리뷰 0,부산 연제구 거제대로 246 신라빌딩 2~3층,(지번) 거제동 18-5,051-851-8089,
흥부민속경,0.0,0건,리뷰 0,부산 강서구 가락대로 1206,(지번) 봉림동 747-68,010-4817-9814,
에코아일린,0.0,0건,리뷰 1,"부산 부산진구 새싹로 83-2 2,3층",(지번) 부암동 96-11,010-8319-1728,https://blog.naver.com/00lo30734
아리랑갤러리,0.0,0건,리뷰 0,부산 해운대구 마린시티1로 127,(지번) 우동 1436-2,051-731-0373,
신라액자,0.0,0건,리뷰 0,부산 동구 조방로34번길 1,(지번) 범일동 830-188,051-851-3046,
유럽풍십자수,0.0,0건,리뷰 0,부산 해운대구 선수촌로21번길 21,(지번) 반여동 1405-36,051-521-3044,
유럽풍십자수,1.0,1건,리뷰 0,부산 해운대구 재반로 166,(지번) 재송동 1149-13,051-784-9511,
가람원목,0.0,0건,리뷰 0,부산 남구 신정번영로 47,(지번) 대연동 1622-22,연락처 없음,
꽃피움공방,0.0,0건,리뷰 0,부산 부산진구 서전로46번길 62-4,(지번) 전포동 687-25,연락처 없음,http://kkopium.blog.me/
온유글래스,0.0,0건,리뷰 0,부산 해운대구 우동3로11번길 22-1,(지번) 우동 204-4,연락처 없음,https://www.instagram.com/onyu.glass/
천일표구사,0.0,0건,리뷰 0,부산 동구 고관로 11-2,(지번) 초량동 46-26,051-464-0449,
서진창호,0.0,0건,리뷰 0,부산 동래구 수안로48번길 8,(지번) 수안동 36-85,051-552-3613,
다다름아트,0.0,0건,리뷰 0,부산 연제구 과정로278번길 42,(지번) 연산동 366-1,연락처 없음,
갤러리,5.0,1건,리뷰 0,부산 해운대구 청사포로 85,(지번) 중동 437-6,051-731-0780,
꼬밀레,0.0,0건,리뷰 1,부산 연제구 과정로192번길 10 1층,(지번) 연산동 419-3,010-7701-4449,https://blog.naver.com/kkomile
목화 뜨개방,0.0,0건,리뷰 0,부산 금정구 서명로 26,(지번) 서동 302-405,051-527-0851,
바이비,0.0,0건,리뷰 1,부산 사하구 낙동남로1361번길 5,(지번) 하단동 870-248,연락처 없음,https://www.instagram.com/by.b_atelier
반데르센트,0.0,0건,리뷰 0,부산 북구 의성로115번길 140 1층,(지번) 덕천동 423-19,연락처 없음,http://www.instagram.com/vanderscent_soap
퀸십자수 화명점,0.0,0건,리뷰 0,부산 북구 금곡대로303번길 22,(지번) 화명동 2269-1,051-331-4717,
솔거그림틀,5.0,1건,리뷰 0,부산 기장군 기장읍 청강로43번길 7,(지번) 기장읍 청강리 163-11,051-253-0047,
부산가톨릭센터 대청,0.0,0건,리뷰 0,부산 중구 중구로 71,(지번) 대청동4가 81-1,051-462-1870,http://www.bccenter.or.kr/
목,0.0,0건,리뷰 0,부산 부산진구 중앙대로 701-4 4층,(지번) 부전동 255-42,051-806-2335,http://e-iit.co.kr/~33company/yousoo.co.kr/
고예당민속골,0.0,0건,리뷰 0,부산 기장군 기장읍 반송로 1572,(지번) 기장읍 동부리 331-7,051-503-3118,
옳은라탄,0.0,0건,리뷰 0,부산 수영구 광일로29번가길 34,(지번) 광안동 529,연락처 없음,
갤러,0.0,0건,리뷰 0,부산 동래구 동래로136번길 14,(지번) 복천동 275-5,연락처 없음,
