공방이름,평균별점,별점건수,리뷰건수,주소,지번주소,연락처,홈페이지
지문선의 보자기마음,0.0,0건,리뷰 14,제주특별자치도 제주시 조천읍 신촌리 2591-6,,연락처 없음,https://blog.naver.com/bojagiart
피렌체가죽공방,0.0,0건,리뷰 11,경기 수원시 장안구 덕영대로407번길 15 성원탑빌,(지번) 율전동 164-9,070-4829-0216,https://blog.naver.com/goldentree__/
따뜻도자기,0.0,0건,리뷰 12,서울 서초구 방배천로24길 31 1층,(지번) 방배동 951-9,연락처 없음,https://blog.naver.com/ddaddutceramic
잇담,0.0,0건,리뷰 1,경기 용인시 수지구 광교호수로378번길 4-25 103호,(지번) 상현동 1158-14,010-2762-4483,https://www.instagram.com/it_dam/
경은도예,5.0,1건,리뷰 5,경기 수원시 권선구 여기산로 18 1층,(지번) 서둔동 260-18,010-6220-7048,https://blog.naver.com/qw4430
가죽의집,0.0,0건,리뷰 113,경북 안동시 송하1길 110-24 1층,(지번) 송현동 533-7,010-5910-5926,http://blog.daum.net/chezcuir
이상원미술관 도자공방,0.0,0건,리뷰 2,강원 춘천시 사북면 화악지암길 99,(지번) 사북면 지암리 590,연락처 없음,
바르,0.0,0건,리뷰 5,인천 부평구 부평문화로65번길 25 2층,(지번) 부평동 206-14,010-2221-8030,https://blog.naver.com/mc_bso/
씨엘공방,0.0,0건,리뷰 1,강원 동해시 발한로 142,(지번) 발한동 183,033-535-8080,
가우디의다락방,0.0,0건,리뷰 17,경기 광명시 오리로366번길 36 성화빌라 가동 지층 01호,(지번) 소하동 1259,010-8727-9292,http://blog.naver.com/akzkdhdlalsr
전주종이문화원,5.0,1건,리뷰 1,전북 전주시 덕진구 세병로 141 에코자이2차상가 214동 105호,(지번) 송천동2가 1307,010-8727-9292,http://jjpaperart.com/
유리마루공방,0.0,0건,리뷰 1,충북 청주시 청원구 상당로 314 문화제조창C 4층 공방 4호,(지번) 내덕동 201-1,연락처 없음,https://blog.naver.com/artist334/
오원공방,0.0,0건,리뷰 1,인천 부평구 화랑북로 23-10 1층,(지번) 산곡동 317-57,010-2471-7689,
재미난가죽공방,0.0,0건,리뷰 2,인천 중구 제물량로 252-2,(지번) 선린동 27-5,연락처 없음,http://blog.naver.com/hohoinsuk
루시디안 가죽공방,0.0,0건,리뷰 13,서울 강서구 공항대로 237 에이스타워마곡 2층 215호,(지번) 마곡동 727-1166,연락처 없음,http://lucidian.co.kr/
홍콩공작소,5.0,4건,리뷰 2,강원 강릉시 율곡로 2984-3 1층,(지번) 교동 714-18,연락처 없음,http://story.kakao.com/ch/hongkongart/app
알류레더굿즈,0.0,0건,리뷰 6,서울 중구 다산로33길 76 1층,(지번) 신당동 236-166,연락처 없음,https://blog.naver.com/rew33001
더스티치,0.0,0건,리뷰 4,서울 도봉구 노해로 279-5 2층,(지번) 창동 700-7,0507-1310-6389,http://thestitch.co.kr/
담글라스아트,0.0,0건,리뷰 1,충남 공주시 의당면 의당로 857-35,(지번) 의당면 월곡리 298-1,010-5176-0620,http://www.damglassart.com/
이상원미술관 유리공방,0.0,0건,리뷰 2,강원 춘천시 사북면 화악지암길 99,(지번) 사북면 지암리 587,연락처 없음,http://www.lswmuseum.com/
드로잉체리공방,0.0,0건,리뷰 1,경북 포항시 북구 청하면 화두길 32-45,(지번) 청하면 필화리 783-45,010-7167-0733,
무크티레더 홀씨공방,0.0,0건,리뷰 1,경기 수원시 팔달구 창룡대로 83-14 2층,(지번) 매향동 121-65,연락처 없음,https://blog.naver.com/gywlsdl71
숲속애팝앤캘리,0.0,0건,리뷰 1,경북 영주시 구성로 262,(지번) 휴천동 693,연락처 없음,
한크라프트,0.0,0건,리뷰 1,경기 성남시 분당구 야탑로 95 세신빌딩 714호,(지번) 야탑동 367-4,연락처 없음,https://parkyung0503.modoo.at/
핸드메이드라온,0.0,0건,리뷰 0,인천 미추홀구 낙섬중로38번길 13-9 1층,(지번) 용현동 617-42,연락처 없음,
